arch,symbol,dll,export,lib
x64,WsAddCustomHeader,webservices.dll,WsAddCustomHeader,WebServices.lib
x64,WsAddErrorString,webservices.dll,WsAddErrorString,WebServices.lib
x64,WsAddMappedHeader,webservices.dll,WsAddMappedHeader,WebServices.lib
x64,WsAddressMessage,webservices.dll,WsAddressMessage,WebServices.lib
x64,WsAlloc,webservices.dll,WsAlloc,WebServices.lib
x64,WsAsyncExecute,webservices.dll,WsAsyncExecute,WebServices.lib
x64,WsCall,webservices.dll,WsCall,WebServices.lib
x64,WsCheckMustUnderstandHeaders,webservices.dll,WsCheckMustUnderstandHeaders,WebServices.lib
x64,WsCloseChannel,webservices.dll,WsCloseChannel,WebServices.lib
x64,WsCloseListener,webservices.dll,WsCloseListener,WebServices.lib
x64,WsCloseServiceHost,webservices.dll,WsCloseServiceHost,WebServices.lib
x64,WsCloseServiceProxy,webservices.dll,WsCloseServiceProxy,WebServices.lib
x64,WsCombineUrl,webservices.dll,WsCombineUrl,WebServices.lib
x64,WsCopyError,webservices.dll,WsCopyError,WebServices.lib
x64,WsCopyNode,webservices.dll,WsCopyNode,WebServices.lib
x64,WsCreateChannel,webservices.dll,WsCreateChannel,WebServices.lib
x64,WsCreateChannelForListener,webservices.dll,WsCreateChannelForListener,WebServices.lib
x64,WsCreateError,webservices.dll,WsCreateError,WebServices.lib
x64,WsCreateFaultFromError,webservices.dll,WsCreateFaultFromError,WebServices.lib
x64,WsCreateHeap,webservices.dll,WsCreateHeap,WebServices.lib
x64,WsCreateListener,webservices.dll,WsCreateListener,WebServices.lib
x64,WsCreateMessage,webservices.dll,WsCreateMessage,WebServices.lib
x64,WsCreateMessageForChannel,webservices.dll,WsCreateMessageForChannel,WebServices.lib
x64,WsCreateMetadata,webservices.dll,WsCreateMetadata,WebServices.lib
x64,WsCreateReader,webservices.dll,WsCreateReader,WebServices.lib
x64,WsCreateServiceEndpointFromTemplate,webservices.dll,WsCreateServiceEndpointFromTemplate,WebServices.lib
x64,WsCreateServiceHost,webservices.dll,WsCreateServiceHost,WebServices.lib
x64,WsCreateServiceProxy,webservices.dll,WsCreateServiceProxy,WebServices.lib
x64,WsCreateServiceProxyFromTemplate,webservices.dll,WsCreateServiceProxyFromTemplate,WebServices.lib
x64,WsCreateWriter,webservices.dll,WsCreateWriter,WebServices.lib
x64,WsCreateXmlBuffer,webservices.dll,WsCreateXmlBuffer,WebServices.lib
x64,WsCreateXmlSecurityToken,webservices.dll,WsCreateXmlSecurityToken,WebServices.lib
x64,WsDateTimeToFileTime,webservices.dll,WsDateTimeToFileTime,WebServices.lib
x64,WsDecodeUrl,webservices.dll,WsDecodeUrl,WebServices.lib
x64,WsEncodeUrl,webservices.dll,WsEncodeUrl,WebServices.lib
x64,WsEndReaderCanonicalization,webservices.dll,WsEndReaderCanonicalization,WebServices.lib
x64,WsEndWriterCanonicalization,webservices.dll,WsEndWriterCanonicalization,WebServices.lib
x64,WsFileTimeToDateTime,webservices.dll,WsFileTimeToDateTime,WebServices.lib
x64,WsFillBody,webservices.dll,WsFillBody,WebServices.lib
x64,WsFillReader,webservices.dll,WsFillReader,WebServices.lib
x64,WsFindAttribute,webservices.dll,WsFindAttribute,WebServices.lib
x64,WsFlushBody,webservices.dll,WsFlushBody,WebServices.lib
x64,WsFlushWriter,webservices.dll,WsFlushWriter,WebServices.lib
x64,WsFreeChannel,webservices.dll,WsFreeChannel,WebServices.lib
x64,WsFreeError,webservices.dll,WsFreeError,WebServices.lib
x64,WsFreeHeap,webservices.dll,WsFreeHeap,WebServices.lib
x64,WsFreeListener,webservices.dll,WsFreeListener,WebServices.lib
x64,WsFreeMessage,webservices.dll,WsFreeMessage,WebServices.lib
x64,WsFreeMetadata,webservices.dll,WsFreeMetadata,WebServices.lib
x64,WsFreeReader,webservices.dll,WsFreeReader,WebServices.lib
x64,WsFreeSecurityToken,webservices.dll,WsFreeSecurityToken,WebServices.lib
x64,WsFreeServiceHost,webservices.dll,WsFreeServiceHost,WebServices.lib
x64,WsFreeServiceProxy,webservices.dll,WsFreeServiceProxy,WebServices.lib
x64,WsFreeWriter,webservices.dll,WsFreeWriter,WebServices.lib
x64,WsGetChannelProperty,webservices.dll,WsGetChannelProperty,WebServices.lib
x64,WsGetCustomHeader,webservices.dll,WsGetCustomHeader,WebServices.lib
x64,WsGetDictionary,webservices.dll,WsGetDictionary,WebServices.lib
x64,WsGetErrorProperty,webservices.dll,WsGetErrorProperty,WebServices.lib
x64,WsGetErrorString,webservices.dll,WsGetErrorString,WebServices.lib
x64,WsGetFaultErrorDetail,webservices.dll,WsGetFaultErrorDetail,WebServices.lib
x64,WsGetFaultErrorProperty,webservices.dll,WsGetFaultErrorProperty,WebServices.lib
x64,WsGetHeader,webservices.dll,WsGetHeader,WebServices.lib
x64,WsGetHeaderAttributes,webservices.dll,WsGetHeaderAttributes,WebServices.lib
x64,WsGetHeapProperty,webservices.dll,WsGetHeapProperty,WebServices.lib
x64,WsGetListenerProperty,webservices.dll,WsGetListenerProperty,WebServices.lib
x64,WsGetMappedHeader,webservices.dll,WsGetMappedHeader,WebServices.lib
x64,WsGetMessageProperty,webservices.dll,WsGetMessageProperty,WebServices.lib
x64,WsGetMetadataEndpoints,webservices.dll,WsGetMetadataEndpoints,WebServices.lib
x64,WsGetMetadataProperty,webservices.dll,WsGetMetadataProperty,WebServices.lib
x64,WsGetMissingMetadataDocumentAddress,webservices.dll,WsGetMissingMetadataDocumentAddress,WebServices.lib
x64,WsGetNamespaceFromPrefix,webservices.dll,WsGetNamespaceFromPrefix,WebServices.lib
x64,WsGetOperationContextProperty,webservices.dll,WsGetOperationContextProperty,WebServices.lib
x64,WsGetPolicyAlternativeCount,webservices.dll,WsGetPolicyAlternativeCount,WebServices.lib
x64,WsGetPolicyProperty,webservices.dll,WsGetPolicyProperty,WebServices.lib
x64,WsGetPrefixFromNamespace,webservices.dll,WsGetPrefixFromNamespace,WebServices.lib
x64,WsGetReaderNode,webservices.dll,WsGetReaderNode,WebServices.lib
x64,WsGetReaderPosition,webservices.dll,WsGetReaderPosition,WebServices.lib
x64,WsGetReaderProperty,webservices.dll,WsGetReaderProperty,WebServices.lib
x64,WsGetSecurityContextProperty,webservices.dll,WsGetSecurityContextProperty,WebServices.lib
x64,WsGetSecurityTokenProperty,webservices.dll,WsGetSecurityTokenProperty,WebServices.lib
x64,WsGetServiceHostProperty,webservices.dll,WsGetServiceHostProperty,WebServices.lib
x64,WsGetServiceProxyProperty,webservices.dll,WsGetServiceProxyProperty,WebServices.lib
x64,WsGetWriterPosition,webservices.dll,WsGetWriterPosition,WebServices.lib
x64,WsGetWriterProperty,webservices.dll,WsGetWriterProperty,WebServices.lib
x64,WsGetXmlAttribute,webservices.dll,WsGetXmlAttribute,WebServices.lib
x64,WsInitializeMessage,webservices.dll,WsInitializeMessage,WebServices.lib
x64,WsMarkHeaderAsUnderstood,webservices.dll,WsMarkHeaderAsUnderstood,WebServices.lib
x64,WsMatchPolicyAlternative,webservices.dll,WsMatchPolicyAlternative,WebServices.lib
x64,WsMoveReader,webservices.dll,WsMoveReader,WebServices.lib
x64,WsMoveWriter,webservices.dll,WsMoveWriter,WebServices.lib
x64,WsOpenChannel,webservices.dll,WsOpenChannel,WebServices.lib
x64,WsOpenListener,webservices.dll,WsOpenListener,WebServices.lib
x64,WsOpenServiceHost,webservices.dll,WsOpenServiceHost,WebServices.lib
x64,WsOpenServiceProxy,webservices.dll,WsOpenServiceProxy,WebServices.lib
x64,WsPullBytes,webservices.dll,WsPullBytes,WebServices.lib
x64,WsPushBytes,webservices.dll,WsPushBytes,WebServices.lib
x64,WsReadArray,webservices.dll,WsReadArray,WebServices.lib
x64,WsReadAttribute,webservices.dll,WsReadAttribute,WebServices.lib
x64,WsReadBody,webservices.dll,WsReadBody,WebServices.lib
x64,WsReadBytes,webservices.dll,WsReadBytes,WebServices.lib
x64,WsReadChars,webservices.dll,WsReadChars,WebServices.lib
x64,WsReadCharsUtf8,webservices.dll,WsReadCharsUtf8,WebServices.lib
x64,WsReadElement,webservices.dll,WsReadElement,WebServices.lib
x64,WsReadEndAttribute,webservices.dll,WsReadEndAttribute,WebServices.lib
x64,WsReadEndElement,webservices.dll,WsReadEndElement,WebServices.lib
x64,WsReadEndpointAddressExtension,webservices.dll,WsReadEndpointAddressExtension,WebServices.lib
x64,WsReadEnvelopeEnd,webservices.dll,WsReadEnvelopeEnd,WebServices.lib
x64,WsReadEnvelopeStart,webservices.dll,WsReadEnvelopeStart,WebServices.lib
x64,WsReadMessageEnd,webservices.dll,WsReadMessageEnd,WebServices.lib
x64,WsReadMessageStart,webservices.dll,WsReadMessageStart,WebServices.lib
x64,WsReadMetadata,webservices.dll,WsReadMetadata,WebServices.lib
x64,WsReadNode,webservices.dll,WsReadNode,WebServices.lib
x64,WsReadQualifiedName,webservices.dll,WsReadQualifiedName,WebServices.lib
x64,WsReadStartAttribute,webservices.dll,WsReadStartAttribute,WebServices.lib
x64,WsReadStartElement,webservices.dll,WsReadStartElement,WebServices.lib
x64,WsReadToStartElement,webservices.dll,WsReadToStartElement,WebServices.lib
x64,WsReadType,webservices.dll,WsReadType,WebServices.lib
x64,WsReadValue,webservices.dll,WsReadValue,WebServices.lib
x64,WsReadXmlBuffer,webservices.dll,WsReadXmlBuffer,WebServices.lib
x64,WsReadXmlBufferFromBytes,webservices.dll,WsReadXmlBufferFromBytes,WebServices.lib
x64,WsReceiveMessage,webservices.dll,WsReceiveMessage,WebServices.lib
x64,WsRegisterOperationForCancel,webservices.dll,WsRegisterOperationForCancel,WebServices.lib
x64,WsRemoveCustomHeader,webservices.dll,WsRemoveCustomHeader,WebServices.lib
x64,WsRemoveHeader,webservices.dll,WsRemoveHeader,WebServices.lib
x64,WsRemoveMappedHeader,webservices.dll,WsRemoveMappedHeader,WebServices.lib
x64,WsRemoveNode,webservices.dll,WsRemoveNode,WebServices.lib
x64,WsRequestReply,webservices.dll,WsRequestReply,WebServices.lib
x64,WsRequestSecurityToken,webservices.dll,WsRequestSecurityToken,WebServices.lib
x64,WsResetChannel,webservices.dll,WsResetChannel,WebServices.lib
x64,WsResetError,webservices.dll,WsResetError,WebServices.lib
x64,WsResetHeap,webservices.dll,WsResetHeap,WebServices.lib
x64,WsResetListener,webservices.dll,WsResetListener,WebServices.lib
x64,WsResetMessage,webservices.dll,WsResetMessage,WebServices.lib
x64,WsResetMetadata,webservices.dll,WsResetMetadata,WebServices.lib
x64,WsResetServiceHost,webservices.dll,WsResetServiceHost,WebServices.lib
x64,WsResetServiceProxy,webservices.dll,WsResetServiceProxy,WebServices.lib
x64,WsRevokeSecurityContext,webservices.dll,WsRevokeSecurityContext,WebServices.lib
x64,WsSendFaultMessageForError,webservices.dll,WsSendFaultMessageForError,WebServices.lib
x64,WsSendMessage,webservices.dll,WsSendMessage,WebServices.lib
x64,WsSendReplyMessage,webservices.dll,WsSendReplyMessage,WebServices.lib
x64,WsSetChannelProperty,webservices.dll,WsSetChannelProperty,WebServices.lib
x64,WsSetErrorProperty,webservices.dll,WsSetErrorProperty,WebServices.lib
x64,WsSetFaultErrorDetail,webservices.dll,WsSetFaultErrorDetail,WebServices.lib
x64,WsSetFaultErrorProperty,webservices.dll,WsSetFaultErrorProperty,WebServices.lib
x64,WsSetHeader,webservices.dll,WsSetHeader,WebServices.lib
x64,WsSetInput,webservices.dll,WsSetInput,WebServices.lib
x64,WsSetInputToBuffer,webservices.dll,WsSetInputToBuffer,WebServices.lib
x64,WsSetListenerProperty,webservices.dll,WsSetListenerProperty,WebServices.lib
x64,WsSetMessageProperty,webservices.dll,WsSetMessageProperty,WebServices.lib
x64,WsSetOutput,webservices.dll,WsSetOutput,WebServices.lib
x64,WsSetOutputToBuffer,webservices.dll,WsSetOutputToBuffer,WebServices.lib
x64,WsSetReaderPosition,webservices.dll,WsSetReaderPosition,WebServices.lib
x64,WsSetWriterPosition,webservices.dll,WsSetWriterPosition,WebServices.lib
x64,WsShutdownSessionChannel,webservices.dll,WsShutdownSessionChannel,WebServices.lib
x64,WsSkipNode,webservices.dll,WsSkipNode,WebServices.lib
x64,WsStartReaderCanonicalization,webservices.dll,WsStartReaderCanonicalization,WebServices.lib
x64,WsStartWriterCanonicalization,webservices.dll,WsStartWriterCanonicalization,WebServices.lib
x64,WsTrimXmlWhitespace,webservices.dll,WsTrimXmlWhitespace,WebServices.lib
x64,WsVerifyXmlNCName,webservices.dll,WsVerifyXmlNCName,WebServices.lib
x64,WsWriteArray,webservices.dll,WsWriteArray,WebServices.lib
x64,WsWriteAttribute,webservices.dll,WsWriteAttribute,WebServices.lib
x64,WsWriteBody,webservices.dll,WsWriteBody,WebServices.lib
x64,WsWriteBytes,webservices.dll,WsWriteBytes,WebServices.lib
x64,WsWriteChars,webservices.dll,WsWriteChars,WebServices.lib
x64,WsWriteCharsUtf8,webservices.dll,WsWriteCharsUtf8,WebServices.lib
x64,WsWriteElement,webservices.dll,WsWriteElement,WebServices.lib
x64,WsWriteEndAttribute,webservices.dll,WsWriteEndAttribute,WebServices.lib
x64,WsWriteEndCData,webservices.dll,WsWriteEndCData,WebServices.lib
x64,WsWriteEndElement,webservices.dll,WsWriteEndElement,WebServices.lib
x64,WsWriteEndStartElement,webservices.dll,WsWriteEndStartElement,WebServices.lib
x64,WsWriteEnvelopeEnd,webservices.dll,WsWriteEnvelopeEnd,WebServices.lib
x64,WsWriteEnvelopeStart,webservices.dll,WsWriteEnvelopeStart,WebServices.lib
x64,WsWriteMessageEnd,webservices.dll,WsWriteMessageEnd,WebServices.lib
x64,WsWriteMessageStart,webservices.dll,WsWriteMessageStart,WebServices.lib
x64,WsWriteNode,webservices.dll,WsWriteNode,WebServices.lib
x64,WsWriteQualifiedName,webservices.dll,WsWriteQualifiedName,WebServices.lib
x64,WsWriteStartAttribute,webservices.dll,WsWriteStartAttribute,WebServices.lib
x64,WsWriteStartCData,webservices.dll,WsWriteStartCData,WebServices.lib
x64,WsWriteStartElement,webservices.dll,WsWriteStartElement,WebServices.lib
x64,WsWriteText,webservices.dll,WsWriteText,WebServices.lib
x64,WsWriteType,webservices.dll,WsWriteType,WebServices.lib
x64,WsWriteValue,webservices.dll,WsWriteValue,WebServices.lib
x64,WsWriteXmlBuffer,webservices.dll,WsWriteXmlBuffer,WebServices.lib
x64,WsWriteXmlBufferToBytes,webservices.dll,WsWriteXmlBufferToBytes,WebServices.lib
x64,WsWriteXmlnsAttribute,webservices.dll,WsWriteXmlnsAttribute,WebServices.lib
x64,WsXmlStringEquals,webservices.dll,WsXmlStringEquals,WebServices.lib
x64,WscGetAntiMalwareUri,WSCAPI.dll,WscGetAntiMalwareUri,wscapi.lib
x64,WscGetSecurityProviderHealth,WSCAPI.dll,WscGetSecurityProviderHealth,wscapi.lib
x64,WscQueryAntiMalwareUri,WSCAPI.dll,WscQueryAntiMalwareUri,wscapi.lib
x64,WscRegisterForChanges,WSCAPI.dll,WscRegisterForChanges,wscapi.lib
x64,WscUnRegisterChanges,WSCAPI.dll,WscUnRegisterChanges,wscapi.lib
x64,X3DAudioCalculate,XAudio2_8.dll,5,xaudio2.lib
x64,X3DAudioInitialize,XAudio2_8.dll,6,xaudio2.lib
x64,XAudio2Create,XAudio2_8.dll,1,xaudio2.lib
x64,XFORMOBJ_bApplyXform,GDI32.dll,XFORMOBJ_bApplyXform,umpdddi.lib
x64,XFORMOBJ_iGetXform,GDI32.dll,XFORMOBJ_iGetXform,umpdddi.lib
x64,XInputEnable,XINPUT1_4.dll,5,Xinput.lib
x64,XInputGetAudioDeviceIds,XINPUT1_4.dll,10,Xinput.lib
x64,XInputGetBatteryInformation,XINPUT1_4.dll,7,Xinput.lib
x64,XInputGetCapabilities,XINPUT1_4.dll,4,Xinput.lib
x64,XInputGetCapabilities,XINPUT9_1_0.dll,XInputGetCapabilities,Xinput9_1_0.lib
x64,XInputGetDSoundAudioDeviceGuids,XINPUT9_1_0.dll,XInputGetDSoundAudioDeviceGuids,Xinput9_1_0.lib
x64,XInputGetKeystroke,XINPUT1_4.dll,8,Xinput.lib
x64,XInputGetState,XINPUT1_4.dll,2,Xinput.lib
x64,XInputGetState,XINPUT9_1_0.dll,XInputGetState,Xinput9_1_0.lib
x64,XInputSetState,XINPUT1_4.dll,3,Xinput.lib
x64,XInputSetState,XINPUT9_1_0.dll,XInputSetState,Xinput9_1_0.lib
x64,XLATEOBJ_cGetPalette,GDI32.dll,XLATEOBJ_cGetPalette,umpdddi.lib
x64,XLATEOBJ_hGetColorTransform,GDI32.dll,XLATEOBJ_hGetColorTransform,umpdddi.lib
x64,XLATEOBJ_iXlate,GDI32.dll,XLATEOBJ_iXlate,umpdddi.lib
x64,XLATEOBJ_piVector,GDI32.dll,XLATEOBJ_piVector,umpdddi.lib
x64,XcvDataW,SPOOLSS.DLL,XcvDataW,spoolss.lib
x64,XcvDataW,WINSPOOL.DRV,XcvDataW,WinSpool.Lib
x64,ZombifyActCtx,KERNEL32.dll,ZombifyActCtx,kernel32.Lib
x64,ZwAcceptConnectPort,ntdll.dll,ZwAcceptConnectPort,ntdll.lib
x64,ZwAccessCheck,ntdll.dll,ZwAccessCheck,ntdll.lib
x64,ZwAccessCheckAndAuditAlarm,ntdll.dll,ZwAccessCheckAndAuditAlarm,ntdll.lib
x64,ZwAccessCheckByType,ntdll.dll,ZwAccessCheckByType,ntdll.lib
x64,ZwAccessCheckByTypeAndAuditAlarm,ntdll.dll,ZwAccessCheckByTypeAndAuditAlarm,ntdll.lib
x64,ZwAccessCheckByTypeResultList,ntdll.dll,ZwAccessCheckByTypeResultList,ntdll.lib
x64,ZwAccessCheckByTypeResultListAndAuditAlarm,ntdll.dll,ZwAccessCheckByTypeResultListAndAuditAlarm,ntdll.lib
x64,ZwAccessCheckByTypeResultListAndAuditAlarmByHandle,ntdll.dll,ZwAccessCheckByTypeResultListAndAuditAlarmByHandle,ntdll.lib
x64,ZwAddAtom,ntdll.dll,ZwAddAtom,ntdll.lib
x64,ZwAddAtomEx,ntdll.dll,ZwAddAtomEx,ntdll.lib
x64,ZwAddBootEntry,ntdll.dll,ZwAddBootEntry,ntdll.lib
x64,ZwAddDriverEntry,ntdll.dll,ZwAddDriverEntry,ntdll.lib
x64,ZwAdjustGroupsToken,ntdll.dll,ZwAdjustGroupsToken,ntdll.lib
x64,ZwAdjustPrivilegesToken,ntdll.dll,ZwAdjustPrivilegesToken,ntdll.lib
x64,ZwAdjustTokenClaimsAndDeviceGroups,ntdll.dll,ZwAdjustTokenClaimsAndDeviceGroups,ntdll.lib
x64,ZwAlertResumeThread,ntdll.dll,ZwAlertResumeThread,ntdll.lib
x64,ZwAlertThread,ntdll.dll,ZwAlertThread,ntdll.lib
x64,ZwAlertThreadByThreadId,ntdll.dll,ZwAlertThreadByThreadId,ntdll.lib
x64,ZwAllocateLocallyUniqueId,ntdll.dll,ZwAllocateLocallyUniqueId,ntdll.lib
x64,ZwAllocateReserveObject,ntdll.dll,ZwAllocateReserveObject,ntdll.lib
x64,ZwAllocateUserPhysicalPages,ntdll.dll,ZwAllocateUserPhysicalPages,ntdll.lib
x64,ZwAllocateUuids,ntdll.dll,ZwAllocateUuids,ntdll.lib
x64,ZwAllocateVirtualMemory,ntdll.dll,ZwAllocateVirtualMemory,ntdll.lib
x64,ZwAlpcAcceptConnectPort,ntdll.dll,ZwAlpcAcceptConnectPort,ntdll.lib
x64,ZwAlpcCancelMessage,ntdll.dll,ZwAlpcCancelMessage,ntdll.lib
x64,ZwAlpcConnectPort,ntdll.dll,ZwAlpcConnectPort,ntdll.lib
x64,ZwAlpcConnectPortEx,ntdll.dll,ZwAlpcConnectPortEx,ntdll.lib
x64,ZwAlpcCreatePort,ntdll.dll,ZwAlpcCreatePort,ntdll.lib
x64,ZwAlpcCreatePortSection,ntdll.dll,ZwAlpcCreatePortSection,ntdll.lib
x64,ZwAlpcCreateResourceReserve,ntdll.dll,ZwAlpcCreateResourceReserve,ntdll.lib
x64,ZwAlpcCreateSectionView,ntdll.dll,ZwAlpcCreateSectionView,ntdll.lib
x64,ZwAlpcCreateSecurityContext,ntdll.dll,ZwAlpcCreateSecurityContext,ntdll.lib
x64,ZwAlpcDeletePortSection,ntdll.dll,ZwAlpcDeletePortSection,ntdll.lib
x64,ZwAlpcDeleteResourceReserve,ntdll.dll,ZwAlpcDeleteResourceReserve,ntdll.lib
x64,ZwAlpcDeleteSectionView,ntdll.dll,ZwAlpcDeleteSectionView,ntdll.lib
x64,ZwAlpcDeleteSecurityContext,ntdll.dll,ZwAlpcDeleteSecurityContext,ntdll.lib
x64,ZwAlpcDisconnectPort,ntdll.dll,ZwAlpcDisconnectPort,ntdll.lib
x64,ZwAlpcImpersonateClientOfPort,ntdll.dll,ZwAlpcImpersonateClientOfPort,ntdll.lib
x64,ZwAlpcOpenSenderProcess,ntdll.dll,ZwAlpcOpenSenderProcess,ntdll.lib
x64,ZwAlpcOpenSenderThread,ntdll.dll,ZwAlpcOpenSenderThread,ntdll.lib
x64,ZwAlpcQueryInformation,ntdll.dll,ZwAlpcQueryInformation,ntdll.lib
x64,ZwAlpcQueryInformationMessage,ntdll.dll,ZwAlpcQueryInformationMessage,ntdll.lib
x64,ZwAlpcRevokeSecurityContext,ntdll.dll,ZwAlpcRevokeSecurityContext,ntdll.lib
x64,ZwAlpcSendWaitReceivePort,ntdll.dll,ZwAlpcSendWaitReceivePort,ntdll.lib
x64,ZwAlpcSetInformation,ntdll.dll,ZwAlpcSetInformation,ntdll.lib
x64,ZwApphelpCacheControl,ntdll.dll,ZwApphelpCacheControl,ntdll.lib
x64,ZwAreMappedFilesTheSame,ntdll.dll,ZwAreMappedFilesTheSame,ntdll.lib
x64,ZwAssignProcessToJobObject,ntdll.dll,ZwAssignProcessToJobObject,ntdll.lib
x64,ZwAssociateWaitCompletionPacket,ntdll.dll,ZwAssociateWaitCompletionPacket,ntdll.lib
x64,ZwCallbackReturn,ntdll.dll,ZwCallbackReturn,ntdll.lib
x64,ZwCancelIoFile,ntdll.dll,ZwCancelIoFile,ntdll.lib
x64,ZwCancelIoFileEx,ntdll.dll,ZwCancelIoFileEx,ntdll.lib
x64,ZwCancelSynchronousIoFile,ntdll.dll,ZwCancelSynchronousIoFile,ntdll.lib
x64,ZwCancelTimer,ntdll.dll,ZwCancelTimer,ntdll.lib
x64,ZwCancelWaitCompletionPacket,ntdll.dll,ZwCancelWaitCompletionPacket,ntdll.lib
x64,ZwClearEvent,ntdll.dll,ZwClearEvent,ntdll.lib
x64,ZwClose,ntdll.dll,ZwClose,ntdll.lib
x64,ZwCloseObjectAuditAlarm,ntdll.dll,ZwCloseObjectAuditAlarm,ntdll.lib
x64,ZwCommitComplete,ntdll.dll,ZwCommitComplete,ntdll.lib
x64,ZwCommitEnlistment,ntdll.dll,ZwCommitEnlistment,ntdll.lib
x64,ZwCommitTransaction,ntdll.dll,ZwCommitTransaction,ntdll.lib
x64,ZwCompactKeys,ntdll.dll,ZwCompactKeys,ntdll.lib
x64,ZwCompareTokens,ntdll.dll,ZwCompareTokens,ntdll.lib
x64,ZwCompleteConnectPort,ntdll.dll,ZwCompleteConnectPort,ntdll.lib
x64,ZwCompressKey,ntdll.dll,ZwCompressKey,ntdll.lib
x64,ZwConnectPort,ntdll.dll,ZwConnectPort,ntdll.lib
x64,ZwContinue,ntdll.dll,ZwContinue,ntdll.lib
x64,ZwCreateDebugObject,ntdll.dll,ZwCreateDebugObject,ntdll.lib
x64,ZwCreateDirectoryObject,ntdll.dll,ZwCreateDirectoryObject,ntdll.lib
x64,ZwCreateDirectoryObjectEx,ntdll.dll,ZwCreateDirectoryObjectEx,ntdll.lib
x64,ZwCreateEnlistment,ntdll.dll,ZwCreateEnlistment,ntdll.lib
x64,ZwCreateEvent,ntdll.dll,ZwCreateEvent,ntdll.lib
x64,ZwCreateEventPair,ntdll.dll,ZwCreateEventPair,ntdll.lib
x64,ZwCreateFile,ntdll.dll,ZwCreateFile,ntdll.lib
x64,ZwCreateIRTimer,ntdll.dll,ZwCreateIRTimer,ntdll.lib
x64,ZwCreateIoCompletion,ntdll.dll,ZwCreateIoCompletion,ntdll.lib
x64,ZwCreateJobObject,ntdll.dll,ZwCreateJobObject,ntdll.lib
x64,ZwCreateJobSet,ntdll.dll,ZwCreateJobSet,ntdll.lib
x64,ZwCreateKey,ntdll.dll,ZwCreateKey,ntdll.lib
x64,ZwCreateKeyTransacted,ntdll.dll,ZwCreateKeyTransacted,ntdll.lib
x64,ZwCreateKeyedEvent,ntdll.dll,ZwCreateKeyedEvent,ntdll.lib
x64,ZwCreateLowBoxToken,ntdll.dll,ZwCreateLowBoxToken,ntdll.lib
x64,ZwCreateMailslotFile,ntdll.dll,ZwCreateMailslotFile,ntdll.lib
x64,ZwCreateMutant,ntdll.dll,ZwCreateMutant,ntdll.lib
x64,ZwCreateNamedPipeFile,ntdll.dll,ZwCreateNamedPipeFile,ntdll.lib
x64,ZwCreatePagingFile,ntdll.dll,ZwCreatePagingFile,ntdll.lib
x64,ZwCreatePort,ntdll.dll,ZwCreatePort,ntdll.lib
x64,ZwCreatePrivateNamespace,ntdll.dll,ZwCreatePrivateNamespace,ntdll.lib
x64,ZwCreateProcess,ntdll.dll,ZwCreateProcess,ntdll.lib
x64,ZwCreateProcessEx,ntdll.dll,ZwCreateProcessEx,ntdll.lib
x64,ZwCreateProfile,ntdll.dll,ZwCreateProfile,ntdll.lib
x64,ZwCreateProfileEx,ntdll.dll,ZwCreateProfileEx,ntdll.lib
x64,ZwCreateResourceManager,ntdll.dll,ZwCreateResourceManager,ntdll.lib
x64,ZwCreateSection,ntdll.dll,ZwCreateSection,ntdll.lib
x64,ZwCreateSemaphore,ntdll.dll,ZwCreateSemaphore,ntdll.lib
x64,ZwCreateSymbolicLinkObject,ntdll.dll,ZwCreateSymbolicLinkObject,ntdll.lib
x64,ZwCreateThread,ntdll.dll,ZwCreateThread,ntdll.lib
x64,ZwCreateThreadEx,ntdll.dll,ZwCreateThreadEx,ntdll.lib
x64,ZwCreateTimer,ntdll.dll,ZwCreateTimer,ntdll.lib
x64,ZwCreateToken,ntdll.dll,ZwCreateToken,ntdll.lib
x64,ZwCreateTokenEx,ntdll.dll,ZwCreateTokenEx,ntdll.lib
x64,ZwCreateTransaction,ntdll.dll,ZwCreateTransaction,ntdll.lib
x64,ZwCreateTransactionManager,ntdll.dll,ZwCreateTransactionManager,ntdll.lib
x64,ZwCreateUserProcess,ntdll.dll,ZwCreateUserProcess,ntdll.lib
x64,ZwCreateWaitCompletionPacket,ntdll.dll,ZwCreateWaitCompletionPacket,ntdll.lib
x64,ZwCreateWaitablePort,ntdll.dll,ZwCreateWaitablePort,ntdll.lib
x64,ZwCreateWnfStateName,ntdll.dll,ZwCreateWnfStateName,ntdll.lib
x64,ZwCreateWorkerFactory,ntdll.dll,ZwCreateWorkerFactory,ntdll.lib
x64,ZwDebugActiveProcess,ntdll.dll,ZwDebugActiveProcess,ntdll.lib
x64,ZwDebugContinue,ntdll.dll,ZwDebugContinue,ntdll.lib
x64,ZwDelayExecution,ntdll.dll,ZwDelayExecution,ntdll.lib
x64,ZwDeleteAtom,ntdll.dll,ZwDeleteAtom,ntdll.lib
x64,ZwDeleteBootEntry,ntdll.dll,ZwDeleteBootEntry,ntdll.lib
x64,ZwDeleteDriverEntry,ntdll.dll,ZwDeleteDriverEntry,ntdll.lib
x64,ZwDeleteFile,ntdll.dll,ZwDeleteFile,ntdll.lib
x64,ZwDeleteKey,ntdll.dll,ZwDeleteKey,ntdll.lib
x64,ZwDeleteObjectAuditAlarm,ntdll.dll,ZwDeleteObjectAuditAlarm,ntdll.lib
