symbol,dll,export,lib
OpenURL,SHDOCVW.dll,OpenURL,shdocvw.lib
OpenVirtualDisk,VirtDisk.dll,OpenVirtualDisk,virtdisk.lib
OpenWaitableTimerA,KERNEL32.dll,OpenWaitableTimerA,Kernel32.Lib
OpenWaitableTimerW,KERNEL32.dll,OpenWaitableTimerW,Kernel32.Lib
OpenWindowStationA,USER32.dll,OpenWindowStationA,User32.Lib
OpenWindowStationW,USER32.dll,OpenWindowStationW,User32.Lib
OsThunkD3dContextCreate,d3d8thk.dll,OsThunkD3dContextCreate,d3d8thk.lib
OsThunkD3dContextDestroy,d3d8thk.dll,OsThunkD3dContextDestroy,d3d8thk.lib
OsThunkD3dContextDestroyAll,d3d8thk.dll,OsThunkD3dContextDestroyAll,d3d8thk.lib
OsThunkD3dDrawPrimitives2,d3d8thk.dll,OsThunkD3dDrawPrimitives2,d3d8thk.lib
OsThunkD3dValidateTextureStageState,d3d8thk.dll,OsThunkD3dValidateTextureStageState,d3d8thk.lib
