symbol,version
PerfQueryCounterSetRegistrationInfo,8.1
PhysicalToLogicalPointForPerMonitorDPI,8.1
PowerReportThermalEvent,8.1
PropVariantToWinRTPropertyValue,8.1
PssCaptureSnapshot,8.1
PssDuplicateSnapshot,8.1
PssFreeSnapshot,8.1
PssNtCaptureSnapshot,8.1
PssNtDuplicateSnapshot,8.1
PssNtFreeRemoteSnapshot,8.1
PssNtFreeSnapshot,8.1
PssNtFreeWalkMarker,8.1
PssNtQuerySnapshot,8.1
PssNtValidateDescriptor,8.1
PssNtWalkSnapshot,8.1
PssQuerySnapshot,8.1
PssWalkMarkerCreate,8.1
PssWalkMarkerFree,8.1
PssWalkMarkerGetPosition,8.1
PssWalkMarkerRewind,8.1
PssWalkMarkerSeek,8.1
PssWalkMarkerSeekToBeginning,8.1
PssWalkMarkerSetPosition,8.1
PssWalkMarkerTell,8.1
PssWalkSnapshot,8.1
PstGetCertificateChain,8.1
PstGetTrustAnchorsEx,8.1
QueryProtectedPolicy,8.1
QuirkGetData,8.1
QuirkGetData2,8.1
QuirkIsEnabled,8.1
QuirkIsEnabled2,8.1
QuirkIsEnabled3,8.1
QuirkIsEnabledForPackage,8.1
QuirkIsEnabledForPackage2,8.1
QuirkIsEnabledForProcess,8.1
RangeMapAddPeImageSections,8.1
RangeMapCreate,8.1
RangeMapFree,8.1
RangeMapRead,8.1
RangeMapRemove,8.1
RangeMapWrite,8.1
RasCompleteDialMachineCleanup,8.1
RasConfigUserProxySettingsW,8.1
RasFreeEntryAdvancedProperties,8.1
RasGetAutoTriggerConnectStatus,8.1
RasGetConnectionErrorStringW,8.1
RasGetEntryAdvancedProperties,8.1
RasGetPbkPath,8.1
RasHandleTriggerConnDisconnect,8.1
RasSetEntryAdvancedProperties,8.1
RasSetPerConnectionProxy,8.1
RasTriggerConnection,8.1
ReclaimVirtualMemory,8.1
RegisterAppStateChangeNotification,8.1
RegisterDeviceWithManagement,8.1
RegisterScaleChangeEvent,8.1
RegisterScaleChangeNotifications,8.1
RegisterWaitUntilOOBECompleted,8.1
RemoveInvalidModuleList,8.1
ReportSymbolLoadSummary,8.1
ResUtilSetValueEx,8.1
RevokeScaleChangeNotifications,8.1
RoClearError,8.1
RoGetAgileReference,8.1
RoGetMatchingRestrictedErrorInfo,8.1
RoInspectCapturedStackBackTrace,8.1
RoInspectThreadErrorInfo,8.1
RoOriginateLanguageException,8.1
RoReportFailedDelegate,8.1
RoReportUnhandledError,8.1
RtlAddProcessTrustLabelAce,8.1
RtlAllocateAndInitializeSidEx,8.1
RtlFindAceByType,8.1
RtlGetAppContainerParent,8.1
RtlGetAppContainerSidType,8.1
RtlIsParentOfChildAppContainer,8.1
RtlIsValidProcessTrustLabelSid,8.1
RtlQueryPackageIdentityEx,8.1
RtlQueryProtectedPolicy,8.1
RtlSetProtectedPolicy,8.1
RtlSidDominatesForTrust,8.1
RtlStringFromGUIDEx,8.1
RtlTestProtectedAccess,8.1
RtlValidProcessProtection,8.1
RtmCleanupInstances,8.1
RtmCreateBestRouteEnum,8.1
RtmGetEnumBestRoutes,8.1
RtwqAddPeriodicCallback,8.1
RtwqAllocateSerialWorkQueue,8.1
RtwqAllocateWorkQueue,8.1
RtwqBeginRegisterWorkQueueWithMMCSS,8.1
RtwqBeginUnregisterWorkQueueWithMMCSS,8.1
RtwqCancelWorkItem,8.1
RtwqCreateAsyncResult,8.1
RtwqEndRegisterWorkQueueWithMMCSS,8.1
RtwqEndUnregisterWorkQueueWithMMCSS,8.1
RtwqGetWorkQueueMMCSSClass,8.1
RtwqGetWorkQueueMMCSSPriority,8.1
RtwqGetWorkQueueMMCSSTaskId,8.1
RtwqInvokeCallback,8.1
RtwqJoinWorkQueue,8.1
RtwqLockPlatform,8.1
RtwqLockSharedWorkQueue,8.1
RtwqLockWorkQueue,8.1
RtwqPutWaitingWorkItem,8.1
RtwqPutWorkItem,8.1
RtwqRegisterPlatformEvents,8.1
RtwqRegisterPlatformWithMMCSS,8.1
RtwqRemovePeriodicCallback,8.1
RtwqScheduleWorkItem,8.1
RtwqSetLongRunning,8.1
RtwqShutdown,8.1
RtwqStartup,8.1
RtwqUnjoinWorkQueue,8.1
RtwqUnlockPlatform,8.1
RtwqUnlockWorkQueue,8.1
RtwqUnregisterPlatformEvents,8.1
RtwqUnregisterPlatformFromMMCSS,8.1
SamIDecodeClaimsBlobToAuthz,8.1
SamIFreeAuthzSecurityAttributesInfo,8.1
SetAccessForIEAppContainer,8.1
SetCheckUserInterruptShared,8.1
SetComputerNameEx2W,8.1
SetManagedExternally,8.1
SetProcessDpiAwareness,8.1
SetProtectedPolicy,8.1
SetSymLoadError,8.1
SplUalCollectData,8.1
SwDeviceClose,8.1
SwDeviceCreate,8.1
SwDeviceGetLifetime,8.1
SwDeviceInterfacePropertySet,8.1
SwDeviceInterfaceRegister,8.1
SwDeviceInterfaceSetState,8.1
SwDevicePropertySet,8.1
SwDeviceSetLifetime,8.1
SwMemFree,8.1
SymFunctionTableAccess64AccessRoutines,8.1
Tbsi_FilterLog,8.1
Tbsi_ShaHash,8.1
TdhAggregatePayloadFilters,8.1
TdhCleanupPayloadEventFilterDescriptor,8.1
TdhCreatePayloadFilter,8.1
TdhDeletePayloadFilter,8.1
TdhEnumerateManifestProviderEvents,8.1
TdhGetManifestEventInformation,8.1
TpTrimPools,8.1
UiaRaiseTextEditTextChangedEvent,8.1
UnregisterAppStateChangeNotification,8.1
UnregisterDeviceWithManagement,8.1
UnregisterScaleChangeEvent,8.1
UnregisterWaitUntilOOBECompleted,8.1
UrlCacheFindFirstEntry,8.1
UrlCacheFindNextEntry,8.1
WFPRIODequeueCompletion,8.1
WSCheckForConsumable,8.1
WSLicenseGetAllUserTokens,8.1
WSLicenseGetExtendedUserInfo,8.1
WVTAsn1IntentToSealAttributeDecode,8.1
WVTAsn1IntentToSealAttributeEncode,8.1
WVTAsn1SealingSignatureAttributeDecode,8.1
WVTAsn1SealingSignatureAttributeEncode,8.1
WVTAsn1SealingTimestampAttributeDecode,8.1
WVTAsn1SealingTimestampAttributeEncode,8.1
WcmCancelOnDemandRequest,8.1
WcmCloseOnDemandRequestHandle,8.1
WcmOpenOnDemandRequestHandle,8.1
WcmQueryOnDemandRequestStateInfo,8.1
WcmStartOnDemandRequest,8.1
WerpAddFile,8.1
WerpAddFileBuffer,8.1
WerpAddFileCallback,8.1
WerpAuxmdDumpProcessImages,8.1
WerpAuxmdDumpRegisteredBlocks,8.1
WerpAuxmdFree,8.1
WerpAuxmdFreeCopyBuffer,8.1
WerpAuxmdHashVaRanges,8.1
WerpAuxmdInitialize,8.1
WerpAuxmdMapFile,8.1
WerpSetAuxiliaryArchivePath,8.1
WfpCloseDPConfigureHandle,8.1
WfpConfigureDPSecurityDescriptor,8.1
WfpCreateDPConfigureHandle,8.1
WfpRIOChannelClose,8.1
WfpRIOCleanupRequestQueue,8.1
WfpRIOCloseCompletionQueue,8.1
WfpRIOCreateChannel,8.1
WfpRIOCreateCompletionQueue,8.1
WfpRIOCreateRequestQueue,8.1
WfpRIODeregisterBuffer,8.1
WfpRIOIndicateActivityThreshold,8.1
WfpRIONotify,8.1
WfpRIOReceive,8.1
WfpRIORegisterBuffer,8.1
WfpRIOResume,8.1
WfpRIOSend,8.1
WfpRIOSuspend,8.1
WinBioGetCredentialWithTicket,8.1
WinBioIdentifyAndReleaseTicket,8.1
WinBioProtectData,8.1
WinBioSetMSACredential,8.1
WinBioUnprotectData,8.1
WinBioVerifyAndReleaseTicket,8.1
WinHttpProbeConnectivity,8.1
WinHttpSaveProxyCredentials,8.1
WinRTPropertyValueToPropVariant,8.1
WinSqmStartSessionForPartner,8.1
WinStationFreeUserSessionInfo,8.1
WinStationGetAllUserSessions,8.1
WinStationGetParentSessionId,8.1
WinStationGetRestrictedLogonInfo,8.1
WinStationRcmShadow2,8.1
WinStationShadowAccessCheck,8.1
WinStationShadowStop2,8.1
WinUsb_AbortPipeAsync,8.1
WinUsb_GetAdjustedFrameNumber,8.1
WinUsb_GetCurrentFrameNumber,8.1
WinUsb_QueryPipeEx,8.1
WinUsb_ReadIsochPipe,8.1
WinUsb_ReadIsochPipeAsap,8.1
WinUsb_RegisterIsochBuffer,8.1
WinUsb_ResetPipeAsync,8.1
WinUsb_SetCurrentAlternateSettingAsync,8.1
WinUsb_UnregisterIsochBuffer,8.1
WinUsb_WriteIsochPipe,8.1
WinUsb_WriteIsochPipeAsap,8.1
WscRegisterForUserNotifications,8.1
ZwCancelTimer2,8.1
ZwCreateTimer2,8.1
ZwGetCompleteWnfStateSubscription,8.1
ZwSetTimer2,8.1
ZwSetWnfProcessNotificationEvent,8.1
AERT_Allocate,8.0
AERT_Free,8.0
AETraceOutputDebugString,8.0
ATQReleaseTCPPortReservation,8.0
ATQReserveTCPPorts,8.0
AccConvertAccessMaskToActrlAccess,8.0
AccConvertAccessToSD,8.0
AccConvertAccessToSecurityDescriptor,8.0
AccConvertAclToAccess,8.0
AccConvertSDToAccess,8.0
AccFreeIndexArray,8.0
AccGetAccessForTrustee,8.0
AccGetExplicitEntries,8.0
AccGetInheritanceSource,8.0
AccLookupAccountName,8.0
AccLookupAccountSid,8.0
AccLookupAccountTrustee,8.0
AccNotifyTouchInteraction,8.0
AccProvCancelOperation,8.0
AccProvGetAccessInfoPerObjectType,8.0
AccProvGetAllRights,8.0
AccProvGetCapabilities,8.0
AccProvGetOperationResults,8.0
AccProvGetTrusteesAccess,8.0
AccProvGrantAccessRights,8.0
AccProvHandleGetAccessInfoPerObjectType,8.0
AccProvHandleGetAllRights,8.0
AccProvHandleGetTrusteesAccess,8.0
AccProvHandleIsAccessAudited,8.0
AccProvHandleIsObjectAccessible,8.0
AccProvHandleRevokeAccessRights,8.0
AccProvHandleRevokeAuditRights,8.0
AccProvHandleSetAccessRights,8.0
AccProvIsAccessAudited,8.0
AccProvIsObjectAccessible,8.0
AccProvRevokeAccessRights,8.0
AccProvRevokeAuditRights,8.0
AccProvSetAccessRights,8.0
AccRewriteGetExplicitEntriesFromAcl,8.0
AccRewriteGetHandleRights,8.0
AccRewriteGetNamedRights,8.0
AccRewriteSetEntriesInAcl,8.0
AccRewriteSetHandleRights,8.0
AccRewriteSetNamedRights,8.0
AccSetEntriesInAList,8.0
AccSetRunningUtilityState,8.0
AccTreeResetNamedSecurityInfo,8.0
AccessibleObjectFromWindowTimeout,8.0
AcquireDeveloperLicense,8.0
ActivateAudioInterfaceAsync,8.0
AdamFetchDemotionInfo,8.0
AdamGetCrossRefs,8.0
AddDemoAppLicense,8.0
AddDllDirectory,8.0
AddERExcludedApplicationA,8.0
AddERExcludedApplicationW,8.0
AddPointerInteractionContext,8.0
AddPrinterExW,8.0
AddRefQueryBlobEx,8.0
AddResourceAttributeAce,8.0
AddScopedPolicyIDAce,8.0
AddVirtualDiskParent,8.0
AdjustPointers,8.0
AdjustPointersInStructuresArray,8.0
AlignKMPtr,8.0
AlignRpcPtr,8.0
AllocCacheDumpStatsToHtml,8.0
AllocSplStr,8.0
AllocateAttributes,8.0
AllowRemoteCalls,8.0
AlpcAdjustCompletionListConcurrencyCount,8.0
AlpcFreeCompletionListMessage,8.0
AlpcGetCompletionListLastMessageInformation,8.0
AlpcGetCompletionListMessageAttributes,8.0
AlpcGetHeaderSize,8.0
AlpcGetMessageAttribute,8.0
AlpcGetMessageFromCompletionList,8.0
AlpcGetOutstandingCompletionListMessageCount,8.0
AlpcInitializeMessageAttribute,8.0
AlpcMaxAllowedMessageLength,8.0
AlpcRegisterCompletionList,8.0
AlpcRegisterCompletionListWorkerThread,8.0
AlpcRundownCompletionList,8.0
AlpcUnregisterCompletionList,8.0
AlpcUnregisterCompletionListWorkerThread,8.0
AppCacheCheckManifest,8.0
AppCacheCloseHandle,8.0
AppCacheDeleteGroup,8.0
AppCacheDeleteIEGroup,8.0
AppCacheDuplicateHandle,8.0
AppCacheFinalize,8.0
AppCacheFreeDownloadList,8.0
AppCacheFreeGroupList,8.0
AppCacheFreeIESpace,8.0
AppCacheGetDownloadList,8.0
AppCacheGetFallbackUrl,8.0
AppCacheGetGroupList,8.0
AppCacheGetIEGroupList,8.0
AppCacheGetInfo,8.0
AppCacheGetManifestUrl,8.0
AppCacheLookup,8.0
AppendPrinterNotifyInfoData,8.0
AppendRDN,8.0
ApplyPatchToFileA,8.0
ApplyPatchToFileByBuffers,8.0
ApplyPatchToFileByHandles,8.0
ApplyPatchToFileByHandlesEx,8.0
ApplyPatchToFileExA,8.0
ApplyPatchToFileExW,8.0
ApplyPatchToFileW,8.0
AreThereVisibleLogoffScripts,8.0
AreThereVisibleShutdownScripts,8.0
AtqCloseEndpoint,8.0
AtqCloseSession,8.0
AtqCloseSocket,8.0
AtqContextGetInfo,8.0
AtqContextSetInfo,8.0
AtqContextSetInfo2,8.0
AtqCreateEndpoint,8.0
AtqCreateEndpointEx,8.0
AtqEndpointGetInfo,8.0
AtqEndpointSetInfo,8.0
AtqEndpointSetInfo2,8.0
AtqFreeContext,8.0
AtqGetAcceptExAddrs,8.0
AtqGetAcceptExAddrsEx,8.0
AtqGetAddressFamilies,8.0
AtqGetDatagramAddrs,8.0
AtqGetInfo,8.0
AtqGetMaxDatagramSendSize,8.0
AtqInitialize,8.0
AtqOpenSession,8.0
AtqReadFile,8.0
AtqReadSocket,8.0
AtqRegisterAddressChangeCallback,8.0
AtqSetInfo,8.0
AtqSetInfo2,8.0
AtqSetSockOpt,8.0
AtqStartEndpoint,8.0
AtqStopEndpoint,8.0
AtqSyncWsaSend,8.0
AtqTerminate,8.0
AtqWriteDatagramSocket,8.0
AtqWriteFile,8.0
AtqWriteSocket,8.0
AttrTypeToKey,8.0
AuthzFreeCentralAccessPolicyCache,8.0
AuthzInitializeCompoundContext,8.0
AuthzInitializeRemoteAccessCheck,8.0
AuthzInitializeRemoteResourceManager,8.0
AuthzInitializeResourceManagerEx,8.0
AuthzModifyClaims,8.0
AuthzModifySids,8.0
AuthzRegisterCapChangeNotification,8.0
AuthzSetAppContainerInformation,8.0
AuthzShutdownRemoteAccessCheck,8.0
AuthzUnregisterCapChangeNotification,8.0
BCryptKeyDerivation,8.0
BaseGetProcessCrtlRoutine,8.0
BaseRegCloseKey,8.0
BaseRegCreateKey,8.0
BaseRegDeleteKeyEx,8.0
BaseRegDeleteValue,8.0
BaseRegFlushKey,8.0
BaseRegGetVersion,8.0
BaseRegLoadKey,8.0
BaseRegOpenKey,8.0
BaseRegRestoreKey,8.0
BaseRegSaveKeyEx,8.0
BaseRegSetKeySecurity,8.0
BaseRegSetValue,8.0
BaseRegUnLoadKey,8.0
BaseSetLastNTError,8.0
BaseSetProcessCreateNotify,8.0
BaseSrvNlsLogon,8.0
BaseSrvNlsUpdateRegistryCache,8.0
BaseSrvRegisterSxS,8.0
BeginRegisterPropChangeNotificationEx,8.0
BluetoothEnumerateLocalServices,8.0
BluetoothGATTAbortReliableWrite,8.0
BluetoothGATTBeginReliableWrite,8.0
BluetoothGATTEndReliableWrite,8.0
BluetoothGATTGetCharacteristicValue,8.0
BluetoothGATTGetCharacteristics,8.0
BluetoothGATTGetDescriptorValue,8.0
BluetoothGATTGetDescriptors,8.0
BluetoothGATTGetIncludedServices,8.0
BluetoothGATTGetServices,8.0
BluetoothGATTRegisterEvent,8.0
BluetoothGATTSetCharacteristicValue,8.0
BluetoothGATTSetDescriptorValue,8.0
BluetoothGATTUnregisterEvent,8.0
BluetoothGetLocalServiceInfo,8.0
BluetoothGetServicePnpInstance,8.0
BluetoothSetServiceStateEx,8.0
BmChangeData,8.0
BmClone,8.0
BmCopy,8.0
BmDraw,8.0
BmEnumFormat,8.0
BmEqual,8.0
BmGetData,8.0
BmQueryBounds,8.0
BmRelease,8.0
BmSaveToStream,8.0
BreakMirrorVirtualDisk,8.0
BthpCleanupDeviceLocalServices,8.0
BthpCleanupDeviceRemoteServices,8.0
BthpCleanupLEDeviceNodes,8.0
BthpEnableRadioSoftware,8.0
BthpGATTCloseSession,8.0
BthpInnerRecord,8.0
BthpIsRadioSoftwareEnabled,8.0
BthpNextRecord,8.0
BthpRegisterForAuthentication,8.0
BthpTransposeAndExtendBytes,8.0
BufferPointerPacketsInteractionContext,8.0
BuildOtherNamesFromMachineName,8.0
CDBuildIntegrityVect,8.0
CDBuildVect,8.0
CDFindCommonCSystem,8.0
CDFindCommonCSystemWithKey,8.0
CDGenerateRandomBits,8.0
CDGetIntegrityVect,8.0
CDLocateCSystem,8.0
CDLocateCheckSum,8.0
CDLocateRng,8.0
CDRegisterCSystem,8.0
CDRegisterCheckSum,8.0
CDRegisterRng,8.0
CLSID_WSCProductList,8.0
CM_Get_Class_PropertyW,8.0
CM_Get_Class_Property_ExW,8.0
CM_Get_Class_Property_Keys,8.0
CM_Get_Class_Property_Keys_Ex,8.0
CM_Get_DevNode_PropertyW,8.0
CM_Get_DevNode_Property_ExW,8.0
CM_Get_DevNode_Property_Keys,8.0
CM_Get_DevNode_Property_Keys_Ex,8.0
CM_Get_Device_Interface_PropertyW,8.0
CM_Get_Device_Interface_Property_ExW,8.0
CM_Get_Device_Interface_Property_KeysW,8.0
CM_Get_Device_Interface_Property_Keys_ExW,8.0
CM_Register_Notification,8.0
CM_Set_Class_PropertyW,8.0
CM_Set_Class_Property_ExW,8.0
CM_Set_DevNode_PropertyW,8.0
CM_Set_DevNode_Property_ExW,8.0
CM_Set_Device_Interface_PropertyW,8.0
CM_Set_Device_Interface_Property_ExW,8.0
CM_Unregister_Notification,8.0
CORPolicyProvider,8.0
CSCDeleteW,8.0
CSCDisconnectPath,8.0
CSCDoEnableDisable,8.0
CSCEnumForStatsExW,8.0
CSCEnumForStatsW,8.0
CSCFindClose,8.0
CSCFindFirstFileForSidW,8.0
CSCFindFirstFileW,8.0
CSCFindNextFileW,8.0
CSCIsCSCEnabled,8.0
CSCIsPathOffline,8.0
CSCIsServerOfflineW,8.0
CSCPinFileW,8.0
CSCQueryFileStatusW,8.0
CSCSetMaxSpace,8.0
CSCTransitionPathOnline,8.0
CSCTransitionServerOnlineW,8.0
CSCUnpinFileW,8.0
CacheAddName,8.0
CacheCreateAndAddNode,8.0
CacheCreateAndAddNodeWithIPAddresses,8.0
CacheDeleteNode,8.0
CacheIsNameCluster,8.0
CacheIsNameInNodeList,8.0
CallDrvDevModeConversion,8.0
CallRouterFindFirstPrinterChangeNotification,8.0
CancelClusterGroupOperation,8.0
CeipIsOptedIn,8.0
CertIsStrongHashToSign,8.0
CheckDeveloperLicense,8.0
CheckForHiberboot,8.0
CheckForVersionConflict,8.0
CheckLocalCall,8.0
CheckNetDrive,8.0
CheckTokenCapability,8.0
CheckTokenMembershipEx,8.0
CheckTrust,8.0
CheckTrustEx,8.0
CleanupCache,8.0
CleanupDeviceAPI,8.0
CloseCompressor,8.0
CloseDecompressor,8.0
CloseDnsPerformanceData,8.0
CloseGetIPPhysicalInterfaceForDestination,8.0
ClosePackageInfo,8.0
ClusterFreeMemory,8.0
ClusterFreeMrrResponse,8.0
ClusterGroupCloseEnumEx,8.0
ClusterGroupEnumEx,8.0
ClusterGroupGetEnumCountEx,8.0
ClusterGroupOpenEnumEx,8.0
ClusterRegCloseReadBatch,8.0
ClusterRegCloseReadBatchReply,8.0
ClusterRegCreateReadBatch,8.0
ClusterRegQueryAllValues,8.0
ClusterRegReadBatchAddCommand,8.0
ClusterRegReadBatchReplyNextCommand,8.0
ClusterResourceCloseEnumEx,8.0
ClusterResourceEnumEx,8.0
ClusterResourceGetEnumCountEx,8.0
ClusterResourceOpenEnumEx,8.0
ClusterSendReceiveMrr,8.0
ClusterSharedVolumeCheckSnapshotPresence,8.0
ClusterSharedVolumeCreateSnapshot,8.0
ClusterSharedVolumeReleaseSnapshot,8.0
ClusterSharedVolumeSetSnapshotState,8.0
ClusterStmFindDisk,8.0
CoAllowUnmarshalerCLSID,8.0
CoCreateInstanceFromApp,8.0
CoDecodeProxy,8.0
CoDecrementMTAUsage,8.0
CoGetComCatalog,8.0
CoHandlePriorityEventsFromMessagePump,8.0
CoIncrementMTAUsage,8.0
CoSetMessageDispatcher,8.0
CoWaitForMultipleObjects,8.0
CollectDnsPerformanceData,8.0
ComDBClaimNextFreePort,8.0
ComDBClaimPort,8.0
ComDBClose,8.0
ComDBGetCurrentPortUsage,8.0
ComDBOpen,8.0
ComDBReleasePort,8.0
ComDBResizeDatabase,8.0
CommitUrlCacheEntryBinaryBlob,8.0
CommonInit,8.0
CommonPropertySheetUIA,8.0
CommonPropertySheetUIW,8.0
Compress,8.0
ConfigureIas,8.0
ConnectDlgProc,8.0
ConvertReplicaLinkToNative,8.0
ConvertSDToStringSDDomainW,8.0
CopyContext,8.0
CopyFile2,8.0
CountNameParts,8.0
CrackSingleName,8.0
CreateAppContainerProfile,8.0
CreateAppContainerProfileInternal,8.0
CreateAudioReverb,8.0
CreateAudioVolumeMeter,8.0
CreateCacheServerRpcBinding,8.0
CreateClusterGroupEx,8.0
CreateClusterNotifyPortV2,8.0
CreateCompressor,8.0
CreateDecompressor,8.0
CreateDeviceAccessInstance,8.0
CreateFX,8.0
CreateFile2,8.0
CreateFileMappingFromApp,8.0
CreateInteractionContext,8.0
CreateRandomAccessStreamOnFile,8.0
CreateRandomAccessStreamOverStream,8.0
CreateStreamOverRandomAccessStream,8.0
CreateUrlCacheEntryExW,8.0
CryptCATAdminAcquireContext2,8.0
CryptCATAdminCalcHashFromFileHandle2,8.0
CryptDllProtectPrompt,8.0
CryptSIPGetCaps,8.0
CryptUIWizImportInternal,8.0
CsCreateClassStore,8.0
CsEnumApps,8.0
CsGetAppCategories,8.0
CsGetClassAccess,8.0
CsGetClassStore,8.0
CsGetClassStorePath,8.0
CsRegisterAppCategory,8.0
CsServerGetClassStore,8.0
CsUnregisterAppCategory,8.0
CsrAllocateCaptureBuffer,8.0
CsrAllocateMessagePointer,8.0
CsrCaptureMessageBuffer,8.0
CsrCaptureMessageMultiUnicodeStringsInPlace,8.0
CsrCaptureMessageString,8.0
CsrCaptureTimeout,8.0
CsrClientCallServer,8.0
CsrClientConnectToServer,8.0
CsrFreeCaptureBuffer,8.0
CsrGetProcessId,8.0
CsrIdentifyAlertableThread,8.0
CsrSetPriorityClass,8.0
CsrVerifyRegion,8.0
D2D1ConvertColorSpace,8.0
D2D1CreateDevice,8.0
D2D1CreateDeviceContext,8.0
D2D1SinCos,8.0
D2D1Tan,8.0
D2D1Vec3Length,8.0
D3DCompile,8.0
D3DCompile2,8.0
D3DCompileFromFile,8.0
D3DCompressShaders,8.0
D3DCreateBlob,8.0
D3DDecompressShaders,8.0
D3DDisassemble,8.0
D3DDisassemble10Effect,8.0
D3DDisassemble11Trace,8.0
D3DDisassembleRegion,8.0
D3DGetBlobPart,8.0
D3DGetDebugInfo,8.0
D3DGetInputAndOutputSignatureBlob,8.0
D3DGetInputSignatureBlob,8.0
D3DGetOutputSignatureBlob,8.0
D3DGetTraceInstructionOffsets,8.0
D3DKMTAcquireKeyedMutex2,8.0
D3DKMTCreateKeyedMutex2,8.0
D3DKMTCreateOutputDupl,8.0
D3DKMTDestroyOutputDupl,8.0
D3DKMTEnumAdapters,8.0
D3DKMTGetContextInProcessSchedulingPriority,8.0
D3DKMTGetSharedResourceAdapterLuid,8.0
D3DKMTOfferAllocations,8.0
D3DKMTOpenAdapterFromLuid,8.0
D3DKMTOpenKeyedMutex2,8.0
D3DKMTOpenNtHandleFromName,8.0
D3DKMTOpenResourceFromNtHandle,8.0
D3DKMTOpenSyncObjectFromNtHandle,8.0
D3DKMTOutputDuplGetFrameInfo,8.0
D3DKMTOutputDuplGetMetaData,8.0
D3DKMTOutputDuplGetPointerShapeData,8.0
D3DKMTOutputDuplPresent,8.0
D3DKMTOutputDuplReleaseFrame,8.0
D3DKMTPinDirectFlipResources,8.0
D3DKMTQueryRemoteVidPnSourceFromGdiDisplayName,8.0
D3DKMTQueryResourceInfoFromNtHandle,8.0
D3DKMTReclaimAllocations,8.0
D3DKMTReleaseKeyedMutex2,8.0
D3DKMTSetContextInProcessSchedulingPriority,8.0
D3DKMTSetStereoEnabled,8.0
D3DKMTSetVidPnSourceOwner1,8.0
D3DKMTShareObjects,8.0
D3DKMTUnpinDirectFlipResources,8.0
D3DKMTWaitForVerticalBlankEvent2,8.0
D3DPreprocess,8.0
D3DReadFileToBlob,8.0
D3DReflect,8.0
D3DReturnFailure1,8.0
D3DSetBlobPart,8.0
D3DStripShader,8.0
D3DWriteBlobToFile,8.0
D3DX11CreateFFT,8.0
D3DX11CreateFFT1DComplex,8.0
D3DX11CreateFFT1DReal,8.0
D3DX11CreateFFT2DComplex,8.0
D3DX11CreateFFT2DReal,8.0
D3DX11CreateFFT3DComplex,8.0
D3DX11CreateFFT3DReal,8.0
D3DX11CreateScan,8.0
D3DX11CreateSegmentedScan,8.0
DBDsReplBackupUpdate,8.0
DBUpdateBackupTimeStamps,8.0
DCompositionCreateDevice,8.0
DCompositionCreateSurfaceHandle,8.0
DDGetAttachedSurfaceLcl,8.0
DDInternalLock,8.0
DDInternalUnlock,8.0
DDMFreeRemoteEndpoint,8.0
DHSetICSInterfaces,8.0
DHSetICSOff,8.0
DNSHostNameValueCheckForNetlogon,8.0
DSCreateISecurityInfoObject,8.0
DSCreateISecurityInfoObjectEx,8.0
DSCreateSecurityPage,8.0
DSEditSecurity,8.0
DSInstanceCompare,8.0
DSInstanceFromNTDSAddrEx,8.0
DSInstanceFromNameEx,8.0
DSInstanceFromSetupEx,8.0
DSNAMEToHashKeyExternal,8.0
DSNAMEToMappedStrExternal,8.0
DSStrToHashKeyExternal,8.0
DSStrToMappedStrExternal,8.0
DSoundHelp,8.0
DavSetCookieW,8.0
DbgBreakPoint,8.0
DbgPrint,8.0
DbgPrintErrorInfo,8.0
DbgPrintEx,8.0
DbgPrintReturnControlC,8.0
DbgPrompt,8.0
DbgQueryDebugFilterState,8.0
DbgSetDebugFilterState,8.0
DbgUiConnectToDbg,8.0
DbgUiContinue,8.0
DbgUiConvertStateChangeStructure,8.0
DbgUiDebugActiveProcess,8.0
DbgUiGetThreadDebugObject,8.0
DbgUiIssueRemoteBreakin,8.0
DbgUiRemoteBreakin,8.0
DbgUiSetThreadDebugObject,8.0
DbgUiStopDebugging,8.0
DbgUiWaitStateChange,8.0
DbgUserBreakPoint,8.0
DeRefQueryBlobEx,8.0
DebPrintV,8.0
DebugCreateEx,8.0
DebugTest,8.0
Decompress,8.0
DefCreate,8.0
DefCreateFromClip,8.0
DefCreateFromFile,8.0
DefCreateFromTemplate,8.0
DefCreateInvisible,8.0
DefCreateLinkFromClip,8.0
DefCreateLinkFromFile,8.0
DefLoadFromStream,8.0
DelaySortDAServerlist,8.0
DeleteAppContainerProfile,8.0
DeleteAppContainerProfileInternal,8.0
DeleteClientInfo,8.0
DeleteJobNamedProperty,8.0
DeleteSynchronizationBarrier,8.0
DeleteVirtualDiskMetadata,8.0
DeregisterNotification,8.0
DeregisterService,8.0
DeriveAppContainerSidFromAppContainerName,8.0
DestroyInteractionContext,8.0
DeviceAdvancedPropertiesA,8.0
DeviceAdvancedPropertiesW,8.0
DeviceCreateHardwarePage,8.0
DeviceCreateHardwarePageCustom,8.0
DeviceCreateHardwarePageEx,8.0
DeviceManager_ExecuteA,8.0
DeviceManager_ExecuteW,8.0
DeviceProblemTextA,8.0
DeviceProblemTextW,8.0
DeviceProblemWizardA,8.0
DeviceProblemWizardW,8.0
DeviceProblenWizard_RunDLLA,8.0
DeviceProblenWizard_RunDLLW,8.0
DevicePropertiesA,8.0
DevicePropertiesExA,8.0
DevicePropertiesExW,8.0
DevicePropertiesW,8.0
DeviceProperties_RunDLLA,8.0
DeviceProperties_RunDLLW,8.0
DhcpFreeLeaseInfoArray,8.0
