symbol,version
CoreUIUninitializeTestService,10.0.18362
CreateHrtfApoWithDatasetType,10.0.18362
D3DKMTDispMgrOperation,10.0.18362
D3DKMTNetDispStartMiracastDisplayDevice,10.0.18362
D3DKMTOutputDuplPresentToHwQueue,10.0.18362
DMLCreateDevice,10.0.18362
DhcpEnableDhcpAdvanced,10.0.18362
DnsCheckNrptRuleIntegrity,10.0.18362
DnsCheckNrptRules,10.0.18362
DnsFreeNrptRule,10.0.18362
DnsGetCacheDataTableEx,10.0.18362
DnsGetInterfaceSettings,10.0.18362
DnsGetSettings,10.0.18362
DnsResolverQueryHvsi,10.0.18362
DnsSetInterfaceSettings,10.0.18362
DnsSetNrptRules,10.0.18362
DnsSetSettings,10.0.18362
DpQueryUserProtectorDescriptor,10.0.18362
DpQueryUserProtectorDescriptorInfo,10.0.18362
ForceArchitecture,10.0.18362
ForcePagingMode,10.0.18362
GetCurrentPackageInfo2,10.0.18362
GetCurrentPackagePath2,10.0.18362
GetDpiAwarenessContextForProcess,10.0.18362
GetExtendedPointerDeviceProperty,10.0.18362
GetPackageInfo2,10.0.18362
GetPackagePathByFullName2,10.0.18362
GetStagedPackagePathByFullName2,10.0.18362
GetSystemLeapSecondInformation,10.0.18362
HdvRegisterDoorbellPage,10.0.18362
HdvUnregisterDoorbellPage,10.0.18362
HttpDelegateRequestEx,10.0.18362
HttpFindUrlGroupId,10.0.18362
I_RpcServerSubscribeForDisconnectNotification2,10.0.18362
I_RpcServerUnsubscribeForDisconnectNotification,10.0.18362
InKernelSpace,10.0.18362
InternalGetAppliedGDIGammaRamp,10.0.18362
InternalSetDeviceGDIGammaRamp,10.0.18362
IsMdmUxWithoutAadAllowed,10.0.18362
IsProcessInWDAGContainer,10.0.18362
NtCreateCrossVmEvent,10.0.18362
PerceptionDeviceCreateFactory,10.0.18362
RegisterAppConstrainedChangeNotification,10.0.18362
RegisterDeviceWithManagementUsingAADDeviceCredentials,10.0.18362
RtlConstructCrossVmEventPath,10.0.18362
RtlCreateUserFiberShadowStack,10.0.18362
RtlDoesNameContainWildCards,10.0.18362
RtlFillMemoryNonTemporal,10.0.18362
RtlFillNonVolatileMemory,10.0.18362
RtlFlsGetValue,10.0.18362
RtlFlsSetValue,10.0.18362
RtlFreeUserFiberShadowStack,10.0.18362
RtlWow64PopAllCrossProcessWorkFromWorkList,10.0.18362
RtlWow64PopCrossProcessWorkFromFreeList,10.0.18362
RtlWow64PushCrossProcessWorkOntoFreeList,10.0.18362
RtlWow64PushCrossProcessWorkOntoWorkList,10.0.18362
RtlWow64RequestCrossProcessHeavyFlush,10.0.18362
RtlWow64SuspendProcess,10.0.18362
SHELL32_CNetFolderUI_CreateInstance,10.0.18362
SamrGetMembersInAlias,10.0.18362
ServerLicensingGetAadInfo,10.0.18362
ServerLicensingSetAadInfo,10.0.18362
SslGetExtensions,10.0.18362
StateRepoNewMenuCache_RebuildCacheAsync,10.0.18362
TdhLoadManifestFromMemory,10.0.18362
TdhUnloadManifestFromMemory,10.0.18362
TokenBindingGenerateIDForUri,10.0.18362
UnregisterAppConstrainedChangeNotification,10.0.18362
WHvResumePartitionTime,10.0.18362
WHvSuspendPartitionTime,10.0.18362
WebAuthNAuthenticatorGetAssertion,10.0.18362
WebAuthNAuthenticatorMakeCredential,10.0.18362
WebAuthNCancelCurrentOperation,10.0.18362
WebAuthNFreeAssertion,10.0.18362
WebAuthNFreeCredentialAttestation,10.0.18362
WebAuthNGetApiVersionNumber,10.0.18362
WebAuthNGetCancellationId,10.0.18362
WebAuthNGetErrorName,10.0.18362
WebAuthNGetW3CExceptionDOMError,10.0.18362
WebAuthNIsUserVerifyingPlatformAuthenticatorAvailable,10.0.18362
WerpSetExitListeners,10.0.18362
WerpSetTtdStatus,10.0.18362
WriteDnsNrptRulesToRegistry,10.0.18362
XAudio2CreateWithSharedContexts,10.0.18362
ZwCreateCrossVmEvent,10.0.18362
sqlite3_create_window_function,10.0.18362
sqlite3_keyword_check,10.0.18362
sqlite3_keyword_count,10.0.18362
sqlite3_keyword_name,10.0.18362
sqlite3_str_append,10.0.18362
sqlite3_str_appendall,10.0.18362
sqlite3_str_appendchar,10.0.18362
sqlite3_str_appendf,10.0.18362
sqlite3_str_errcode,10.0.18362
sqlite3_str_finish,10.0.18362
sqlite3_str_length,10.0.18362
sqlite3_str_new,10.0.18362
sqlite3_str_reset,10.0.18362
sqlite3_str_value,10.0.18362
sqlite3_str_vappendf,10.0.18362
CancelIfTimestampConfigChange,10.0.17763
CaptureInterfaceHardwareCrossTimestamp,10.0.17763
CdplGetFileProtectionLevel,10.0.17763
CdplIsAppAllowedToRun,10.0.17763
CdplIsSupported,10.0.17763
CdplProtectFileToLevelWithResult,10.0.17763
CfAbortOperation,10.0.17763
CfDehydratePlaceholderEx,10.0.17763
CfReportProviderProgress2,10.0.17763
CheckForReadOnlyResource,10.0.17763
ClosePseudoConsole,10.0.17763
ClusterAddGroupToGroupSetWithDomains,10.0.17763
ClusterCreateVMReservationWithDomains,10.0.17763
ColorProfileAddDisplayAssociation,10.0.17763
ColorProfileGetDisplayDefault,10.0.17763
ColorProfileGetDisplayList,10.0.17763
ColorProfileGetDisplayUserScope,10.0.17763
ColorProfileRemoveDisplayAssociation,10.0.17763
ColorProfileSetDisplayDefaultAssociation,10.0.17763
CompareCalendarDates,10.0.17763
CompleteForkVirtualDisk,10.0.17763
ConfigCiPackageFamilyNameCheck,10.0.17763
CreateFileMapping2,10.0.17763
CreatePseudoConsole,10.0.17763
CreateSyntheticPointerDevice,10.0.17763
CredMarshalTargetInfo,10.0.17763
CredUnmarshalTargetInfo,10.0.17763
D3D12PIXEventsReplaceBlock,10.0.17763
D3D12PIXGetThreadInfo,10.0.17763
D3D12PIXNotifyWakeFromFenceSignal,10.0.17763
D3D12PIXReportCounter,10.0.17763
D3DKMTCreateTrackedWorkload,10.0.17763
D3DKMTDestroyTrackedWorkload,10.0.17763
D3DKMTGetAvailableTrackedWorkloadIndex,10.0.17763
D3DKMTGetTrackedWorkloadStatistics,10.0.17763
D3DKMTSubmitPresentToHwQueue,10.0.17763
D3DKMTUpdateTrackedWorkload,10.0.17763
DestroySyntheticPointerDevice,10.0.17763
DevCloseObjectQuery,10.0.17763
DevCreateObjectQuery,10.0.17763
DevCreateObjectQueryEx,10.0.17763
DevCreateObjectQueryFromId,10.0.17763
DevCreateObjectQueryFromIdEx,10.0.17763
DevCreateObjectQueryFromIds,10.0.17763
DevCreateObjectQueryFromIdsEx,10.0.17763
DevFindProperty,10.0.17763
DevFreeObjectProperties,10.0.17763
DevFreeObjects,10.0.17763
DevGetObjectProperties,10.0.17763
DevGetObjectPropertiesEx,10.0.17763
DevGetObjects,10.0.17763
DevGetObjectsEx,10.0.17763
DevSetObjectProperties,10.0.17763
DnsFreeAdaptersInfo,10.0.17763
DnsFreeNrptRuleNamesList,10.0.17763
DnsGetAdaptersInfo,10.0.17763
DnsGetNrptRuleNamesList,10.0.17763
DnsRemoveNrptRule,10.0.17763
DnsSetNrptRule,10.0.17763
DpxCheckJobExists,10.0.17763
DpxCheckJobExistsEx,10.0.17763
DpxDeleteJob,10.0.17763
DpxDeleteJobEx,10.0.17763
DpxRestoreOrNewJob,10.0.17763
DpxRestoreOrNewJobEx,10.0.17763
EfsValidateTokenForConsumer,10.0.17763
EfsValidateUserForConsumer,10.0.17763
FeClClearCaches,10.0.17763
FeClQueryInfo,10.0.17763
ForkVirtualDisk,10.0.17763
FreeDnsSettings,10.0.17763
FreeInterfaceDnsSettings,10.0.17763
FwpmNetEventEnum5,10.0.17763
FwpmNetEventSubscribe4,10.0.17763
GetBasicProfileFolderPathAlloc,10.0.17763
GetCalendarMonthsInYear,10.0.17763
GetDiskSpaceInformationA,10.0.17763
GetDiskSpaceInformationW,10.0.17763
GetDnsSettings,10.0.17763
GetInterfaceCurrentTimestampCapabilities,10.0.17763
GetInterfaceDnsSettings,10.0.17763
GetInterfaceHardwareTimestampCapabilities,10.0.17763
GetNodeCloudTypeDW,10.0.17763
GetRegistryValueWithFallbackW,10.0.17763
GetScaleFactorForWindow,10.0.17763
GetServiceDirectory,10.0.17763
GetSetting,10.0.17763
HRGN_UserFree64,10.0.17763
HRGN_UserMarshal64,10.0.17763
HRGN_UserSize64,10.0.17763
HRGN_UserUnmarshal64,10.0.17763
HcnCloseEndpoint,10.0.17763
HcnCloseLoadBalancer,10.0.17763
HcnCloseNamespace,10.0.17763
HcnCloseNetwork,10.0.17763
HcnCreateEndpoint,10.0.17763
HcnCreateLoadBalancer,10.0.17763
HcnCreateNamespace,10.0.17763
HcnCreateNetwork,10.0.17763
HcnDeleteEndpoint,10.0.17763
HcnDeleteLoadBalancer,10.0.17763
HcnDeleteNamespace,10.0.17763
HcnDeleteNetwork,10.0.17763
HcnEnumerateEndpoints,10.0.17763
HcnEnumerateLoadBalancers,10.0.17763
HcnEnumerateNamespaces,10.0.17763
HcnEnumerateNetworks,10.0.17763
HcnModifyEndpoint,10.0.17763
HcnModifyLoadBalancer,10.0.17763
HcnModifyNamespace,10.0.17763
HcnModifyNetwork,10.0.17763
HcnOpenEndpoint,10.0.17763
HcnOpenLoadBalancer,10.0.17763
HcnOpenNamespace,10.0.17763
HcnOpenNetwork,10.0.17763
HcnQueryEndpointProperties,10.0.17763
HcnQueryLoadBalancerProperties,10.0.17763
HcnQueryNamespaceProperties,10.0.17763
HcnQueryNetworkProperties,10.0.17763
HcnRegisterServiceCallback,10.0.17763
HcnUnregisterServiceCallback,10.0.17763
HcsAttachLayerStorageFilter,10.0.17763
HcsCancelOperation,10.0.17763
HcsCloseComputeSystem,10.0.17763
HcsCloseOperation,10.0.17763
HcsCloseProcess,10.0.17763
HcsCreateComputeSystem,10.0.17763
HcsCreateEmptyGuestStateFile,10.0.17763
HcsCreateEmptyRuntimeStateFile,10.0.17763
HcsCreateOperation,10.0.17763
HcsCreateProcess,10.0.17763
HcsDestroyLayer,10.0.17763
HcsDetachLayerStorageFilter,10.0.17763
HcsEnumerateComputeSystems,10.0.17763
HcsExportLayer,10.0.17763
HcsExportLegacyWritableLayer,10.0.17763
HcsFormatWritableLayerVhd,10.0.17763
HcsGetComputeSystemFromOperation,10.0.17763
HcsGetComputeSystemProperties,10.0.17763
HcsGetLayerVhdMountPath,10.0.17763
HcsGetOperationContext,10.0.17763
HcsGetOperationId,10.0.17763
HcsGetOperationResult,10.0.17763
HcsGetOperationResultAndProcessInfo,10.0.17763
HcsGetOperationType,10.0.17763
HcsGetProcessFromOperation,10.0.17763
HcsGetProcessInfo,10.0.17763
HcsGetProcessProperties,10.0.17763
HcsGetServiceProperties,10.0.17763
HcsGrantVmAccess,10.0.17763
HcsImportLayer,10.0.17763
HcsInitializeLegacyWritableLayer,10.0.17763
HcsInitializeWritableLayer,10.0.17763
HcsModifyComputeSystem,10.0.17763
HcsModifyProcess,10.0.17763
HcsModifyServiceSettings,10.0.17763
HcsOpenComputeSystem,10.0.17763
HcsOpenProcess,10.0.17763
HcsPauseComputeSystem,10.0.17763
HcsResumeComputeSystem,10.0.17763
HcsRevokeVmAccess,10.0.17763
HcsSaveComputeSystem,10.0.17763
HcsSetComputeSystemCallback,10.0.17763
HcsSetOperationCallback,10.0.17763
HcsSetOperationContext,10.0.17763
HcsSetProcessCallback,10.0.17763
HcsSetupBaseOSLayer,10.0.17763
HcsShutDownComputeSystem,10.0.17763
HcsSignalProcess,10.0.17763
HcsStartComputeSystem,10.0.17763
HcsSubmitWerReport,10.0.17763
HcsTerminateComputeSystem,10.0.17763
HcsTerminateProcess,10.0.17763
HcsWaitForOperationResult,10.0.17763
HcsWaitForOperationResultAndProcessInfo,10.0.17763
HdvCreateDeviceInstance,10.0.17763
HdvCreateGuestMemoryAperture,10.0.17763
HdvDeliverGuestInterrupt,10.0.17763
HdvDestroyGuestMemoryAperture,10.0.17763
HdvInitializeDeviceHost,10.0.17763
HdvReadGuestMemory,10.0.17763
HdvTeardownDeviceHost,10.0.17763
HdvWriteGuestMemory,10.0.17763
InitializeChannelBasedConnectionForProviderProxy,10.0.17763
InitializeContext2,10.0.17763
InjectSyntheticPointerInput,10.0.17763
IsApiSetImplemented,10.0.17763
LdrIsModuleSxsRedirected,10.0.17763
LocalFileTimeToLocalSystemTime,10.0.17763
LocalSystemTimeToLocalFileTime,10.0.17763
MFCreateExtendedCameraIntrinsicModel,10.0.17763
MFCreateExtendedCameraIntrinsics,10.0.17763
MLCreateOperatorRegistry,10.0.17763
NotifyIfTimestampConfigChange,10.0.17763
NtCreateSectionEx,10.0.17763
NtManageHotPatch,10.0.17763
PowerRegisterForEffectivePowerModeNotifications,10.0.17763
PowerUnregisterFromEffectivePowerModeNotifications,10.0.17763
PrjAllocateAlignedBuffer,10.0.17763
PrjClearNegativePathCache,10.0.17763
PrjCloseFile,10.0.17763
PrjCommandCallbacksInit,10.0.17763
PrjCompleteCommand,10.0.17763
PrjConfigureVolume,10.0.17763
PrjConvertDirectoryToPlaceholder,10.0.17763
PrjCreatePlaceholderAsHardlink,10.0.17763
PrjDeleteFile,10.0.17763
PrjDetachDriver,10.0.17763
PrjDoesNameContainWildCards,10.0.17763
PrjFileNameCompare,10.0.17763
PrjFileNameMatch,10.0.17763
PrjFillDirEntryBuffer,10.0.17763
PrjFreeAlignedBuffer,10.0.17763
PrjGetOnDiskFileState,10.0.17763
PrjGetVirtualizationInstanceIdFromHandle,10.0.17763
PrjGetVirtualizationInstanceInfo,10.0.17763
PrjMarkDirectoryAsPlaceholder,10.0.17763
PrjOpenFile,10.0.17763
PrjReadFile,10.0.17763
PrjStartVirtualizationInstance,10.0.17763
PrjStartVirtualizationInstanceEx,10.0.17763
PrjStartVirtualizing,10.0.17763
PrjStopVirtualizationInstance,10.0.17763
PrjStopVirtualizing,10.0.17763
PrjUpdateFileIfNeeded,10.0.17763
PrjUpdatePlaceholderIfNeeded,10.0.17763
PrjWriteFile,10.0.17763
PrjWriteFileData,10.0.17763
PrjWritePlaceholderInfo,10.0.17763
PrjWritePlaceholderInformation,10.0.17763
PrjpReadPrjReparsePointData,10.0.17763
ProcessIdleTasks,10.0.17763
RegisterIdleTask,10.0.17763
ReportNavigationHang,10.0.17763
ResizePseudoConsole,10.0.17763
RoIsApiContractMajorVersionPresent,10.0.17763
RoIsApiContractPresent,10.0.17763
RtlCreateProcessParametersWithTemplate,10.0.17763
RtlGetExtendedContextLength2,10.0.17763
RtlInitializeExtendedContext2,10.0.17763
RtlpTimeFieldsToTime,10.0.17763
RtlpTimeToTimeFields,10.0.17763
SecpFreeMemory,10.0.17763
SecpTranslateName,10.0.17763
SecpTranslateNameEx,10.0.17763
SetDnsSettings,10.0.17763
SetInterfaceDnsSettings,10.0.17763
SetProcessValidCallTargetsForMappedView,10.0.17763
SslEnumCipherSuitesEx,10.0.17763
SslExpandExporterMasterKey,10.0.17763
SslExpandTrafficKeys,10.0.17763
SslExpandWriteKey,10.0.17763
SslExtractEarlyKey,10.0.17763
SslExtractHandshakeKey,10.0.17763
SslExtractMasterKey,10.0.17763
SystemFunction035,10.0.17763
TokenBindingGetHighestSupportedVersion,10.0.17763
UiaRaiseActiveTextPositionChangedEvent,10.0.17763
UnregisterIdleTask,10.0.17763
WHvGetPartitionCounters,10.0.17763
WHvGetVirtualProcessorCounters,10.0.17763
WHvGetVirtualProcessorInterruptControllerState,10.0.17763
WHvGetVirtualProcessorXsaveState,10.0.17763
WHvQueryGpaRangeDirtyBitmap,10.0.17763
WHvRequestInterrupt,10.0.17763
WHvSetVirtualProcessorInterruptControllerState,10.0.17763
WHvSetVirtualProcessorXsaveState,10.0.17763
WcmDeleteProxyInformation,10.0.17763
WcmSetProxyInformation,10.0.17763
WerStoreQueryReportMetadataV3,10.0.17763
WerpExtractReportFiles,10.0.17763
WerpLoadReport,10.0.17763
WinStationConsumeCacheSession,10.0.17763
WinStationIsBoundToCacheTerminal,10.0.17763
WlanPrivateCanDeleteProfile,10.0.17763
WlanRegisterDeviceServiceNotification,10.0.17763
XAudio2CreateV2_9,10.0.17763
XAudio2CreateWithVersionInfo,10.0.17763
ZwCreateSectionEx,10.0.17763
ZwManageHotPatch,10.0.17763
sqlite3_value_nochange,10.0.17763
sqlite3_vtab_collation,10.0.17763
sqlite3_vtab_nochange,10.0.17763
sqlite3_win32_set_directory16,10.0.17763
sqlite3_win32_set_directory8,10.0.17763
ubiditransform_close,10.0.17763
ubiditransform_open,10.0.17763
ubiditransform_transform,10.0.17763
udatpg_getFieldDisplayName,10.0.17763
ApplyGuestMemoryFix,10.0.17134
ApplyPendingSavedStateFileReplayLog,10.0.17134
CdplIsAppDataProtectionSupported,10.0.17134
CdplProtectFileToLevel,10.0.17134
CdplProtectSecretToLevel,10.0.17134
CdplUnprotectSecret,10.0.17134
CfGetLastSyncStatus,10.0.17134
CfReportSyncStatus,10.0.17134
ClusterChangeVMSettings,10.0.17134
CopyFileFromAppW,10.0.17134
CoreUICallCreateEndpointHostWithSendPriority,10.0.17134
CreateDataModelManager,10.0.17134
CreateDirectoryFromAppW,10.0.17134
CreateFile2FromAppW,10.0.17134
CreateFileFromAppW,10.0.17134
D3DKMTGetProcessDeviceRemovalSupport,10.0.17134
D3DKMTGetProcessList,10.0.17134
D3DKMTOpenBundleObjectNtHandleFromName,10.0.17134
D3DKMTOpenKeyedMutexFromNtHandle,10.0.17134
D3DKMTRegisterVailProcess,10.0.17134
D3DKMTSetProcessDeviceRemovalSupport,10.0.17134
D3DKMTSubmitPresentBltToHwQueue,10.0.17134
D3DKMTVailConnect,10.0.17134
D3DKMTVailDisconnect,10.0.17134
D3DKMTVailPromoteCompositionSurface,10.0.17134
DXGIDeclareAdapterRemovalSupport,10.0.17134
DeleteFileFromAppW,10.0.17134
DnsSetConfigValue,10.0.17134
DwmGetUnmetTabRequirements,10.0.17134
EdpIsConsumerDataProtectionEnforced,10.0.17134
EdpIsConsumerDataProtectionSupported,10.0.17134
EfsReprotectFile,10.0.17134
ExpungeConsoleCommandHistoryA,10.0.17134
ExpungeConsoleCommandHistoryW,10.0.17134
FindFirstFileExFromAppW,10.0.17134
FwpmNetEventEnum4,10.0.17134
FwpmNetEventSubscribe3,10.0.17134
GetArchitecture,10.0.17134
GetAuthenticodeSha256Hash,10.0.17134
GetCommPorts,10.0.17134
GetConsoleCommandHistoryA,10.0.17134
GetConsoleCommandHistoryLengthA,10.0.17134
GetConsoleCommandHistoryLengthW,10.0.17134
GetConsoleCommandHistoryW,10.0.17134
GetDispatcherQueueForCurrentThread,10.0.17134
GetDpiFromDpiAwarenessContext,10.0.17134
GetFileAttributesExFromAppW,10.0.17134
GetGuestPhysicalMemoryChunks,10.0.17134
GetGuestRawSavedMemorySize,10.0.17134
GetPagingMode,10.0.17134
GetRegisterValue,10.0.17134
GetServiceRegistryStateKey,10.0.17134
GetSystemDpiForProcess,10.0.17134
GetSystemTimeAdjustmentPrecise,10.0.17134
GetThreadDpiHostingBehavior,10.0.17134
GetVpCount,10.0.17134
GetWindowDpiHostingBehavior,10.0.17134
GuestPhysicalAddressToRawSavedMemoryOffset,10.0.17134
GuestVirtualAddressToPhysicalAddress,10.0.17134
HttpGetExtension,10.0.17134
HttpIndicatePageLoadComplete,10.0.17134
InitPropVariantFromCLSIDArray,10.0.17134
IsGUIDPresentInList,10.0.17134
IsSensorSubscribed,10.0.17134
JetAttachDatabase3,10.0.17134
JetAttachDatabase3A,10.0.17134
JetAttachDatabase3W,10.0.17134
JetCreateDatabase3,10.0.17134
JetCreateDatabase3A,10.0.17134
JetCreateDatabase3W,10.0.17134
JsCreateThreadService,10.0.17134
KeyCredentialManagerFreeInformation,10.0.17134
KeyCredentialManagerGetInformation,10.0.17134
KeyCredentialManagerGetOperationErrorStates,10.0.17134
KeyCredentialManagerShowUIOperation,10.0.17134
LoadSavedStateFile,10.0.17134
LoadSavedStateFiles,10.0.17134
LocateSavedStateFiles,10.0.17134
MFCreateSensorProfile,10.0.17134
MFCreateSensorProfileCollection,10.0.17134
MapViewOfFile3,10.0.17134
MapViewOfFile3FromApp,10.0.17134
MoveFileFromAppW,10.0.17134
MrmCreateConfig,10.0.17134
MrmCreateConfigInMemory,10.0.17134
MrmCreateResourceFile,10.0.17134
MrmCreateResourceFileInMemory,10.0.17134
MrmCreateResourceIndexer,10.0.17134
MrmCreateResourceIndexerFromPreviousPriData,10.0.17134
MrmCreateResourceIndexerFromPreviousPriFile,10.0.17134
MrmCreateResourceIndexerFromPreviousSchemaData,10.0.17134
MrmCreateResourceIndexerFromPreviousSchemaFile,10.0.17134
MrmDestroyIndexerAndMessages,10.0.17134
MrmDumpPriDataInMemory,10.0.17134
MrmDumpPriFile,10.0.17134
MrmDumpPriFileInMemory,10.0.17134
MrmFreeMemory,10.0.17134
MrmIndexEmbeddedData,10.0.17134
MrmIndexFile,10.0.17134
MrmIndexFileAutoQualifiers,10.0.17134
MrmIndexResourceContainerAutoQualifiers,10.0.17134
MrmIndexString,10.0.17134
MrmPeekResourceIndexerMessages,10.0.17134
NtAllocateVirtualMemoryEx,10.0.17134
NtMapViewOfSectionEx,10.0.17134
ProtectOrReprotectFileToIdentity,10.0.17134
RaiseCustomSystemEventTrigger,10.0.17134
RasGetPCscf,10.0.17134
RasScriptExecute,10.0.17134
ReadGuestPhysicalAddress,10.0.17134
ReadGuestRawSavedMemory,10.0.17134
ReleaseSavedStateFiles,10.0.17134
RemoveDirectoryFromAppW,10.0.17134
ReplaceFileFromAppW,10.0.17134
ReportCoreHang,10.0.17134
RtlGetPersistedStateLocation,10.0.17134
RtlIsNameInUnUpcasedExpression,10.0.17134
RtlQueryProcessPlaceholderCompatibilityMode,10.0.17134
RtlQueryRegistryValueWithFallback,10.0.17134
RtlQueryTokenHostIdAsUlong64,10.0.17134
RtlRaiseCustomSystemEventTrigger,10.0.17134
RtlSetProcessPlaceholderCompatibilityMode,10.0.17134
SampCopyUserSupplementalCredentialsForDCPromo,10.0.17134
SampQueryUserSupplementalCredentialsRegistry,10.0.17134
SdbGetKnownSafeLayers,10.0.17134
SetConsoleNumberOfCommandsA,10.0.17134
SetConsoleNumberOfCommandsW,10.0.17134
SetFileAttributesFromAppW,10.0.17134
SetSystemTimeAdjustmentPrecise,10.0.17134
SetThreadDpiHostingBehavior,10.0.17134
Tbsi_Get_TCG_Log_Ex,10.0.17134
Tbsip_TestInterruptInformation,10.0.17134
VirtualAlloc2,10.0.17134
VirtualAlloc2FromApp,10.0.17134
VirtualUnlockEx,10.0.17134
WHvCancelRunVirtualProcessor,10.0.17134
WHvCreatePartition,10.0.17134
WHvCreateVirtualProcessor,10.0.17134
WHvDeletePartition,10.0.17134
WHvDeleteVirtualProcessor,10.0.17134
WHvEmulatorCreateEmulator,10.0.17134
WHvEmulatorDestroyEmulator,10.0.17134
WHvEmulatorTryIoEmulation,10.0.17134
WHvEmulatorTryMmioEmulation,10.0.17134
WHvGetCapability,10.0.17134
WHvGetPartitionProperty,10.0.17134
WHvGetVirtualProcessorRegisters,10.0.17134
WHvMapGpaRange,10.0.17134
WHvRunVirtualProcessor,10.0.17134
WHvSetPartitionProperty,10.0.17134
WHvSetVirtualProcessorRegisters,10.0.17134
WHvSetupPartition,10.0.17134
WHvTranslateGva,10.0.17134
WHvUnmapGpaRange,10.0.17134
WerpSetIptEnabled,10.0.17134
WinMLCreateRuntime,10.0.17134
WlanPrivateDeleteProfile,10.0.17134
WlanPrivateSetProfile,10.0.17134
WldpGetLockdownPolicy,10.0.17134
WldpIsClassInApprovedList,10.0.17134
WldpIsDebugAllowed,10.0.17134
WldpIsDynamicCodePolicyEnabled,10.0.17134
WldpQueryDynamicCodeTrust,10.0.17134
WldpQuerySecurityPolicy,10.0.17134
WldpSetDynamicCodeTrust,10.0.17134
ZwAllocateVirtualMemoryEx,10.0.17134
ZwMapViewOfSectionEx,10.0.17134
sqlite3_bind_pointer,10.0.17134
sqlite3_prepare16_v3,10.0.17134
sqlite3_prepare_v3,10.0.17134
sqlite3_result_pointer,10.0.17134
sqlite3_value_pointer,10.0.17134
AddClusterStorageNode,10.0.16299
AddCrossClusterGroupSetDependency,10.0.16299
AddResourceToClusterSharedVolumesEx,10.0.16299
AddStrokeWithId,10.0.16299
AdjustCalendarDate,10.0.16299
AssocCopyVerbs,10.0.16299
AssocMakeApplicationByKeyW,10.0.16299
AssocMakeProgid,10.0.16299
CalculateAspectRatio,10.0.16299
CallEnclave,10.0.16299
CfCloseAppPolicy,10.0.16299
CfCloseHandle,10.0.16299
CfConnectSyncRoot,10.0.16299
CfConvertToPlaceholder,10.0.16299
CfCreatePlaceholders,10.0.16299
CfDehydratePlaceholder,10.0.16299
CfDisconnectSyncRoot,10.0.16299
CfEnumAppPolicy,10.0.16299
CfExecute,10.0.16299
CfGetCorrelationVector,10.0.16299
CfGetPlaceholderInfo,10.0.16299
CfGetPlaceholderRangeInfo,10.0.16299
CfGetPlaceholderStateFromAttributeTag,10.0.16299
CfGetPlaceholderStateFromFileInfo,10.0.16299
CfGetPlaceholderStateFromFindData,10.0.16299
CfGetPlatformInfo,10.0.16299
CfGetSyncRootInfoByHandle,10.0.16299
CfGetSyncRootInfoByPath,10.0.16299
CfGetTransferKey,10.0.16299
CfGetWin32HandleFromProtectedHandle,10.0.16299
CfHydratePlaceholder,10.0.16299
CfLockProperties,10.0.16299
CfOpenAppPolicy,10.0.16299
CfOpenFileWithOplock,10.0.16299
CfOpenProgressEvent,10.0.16299
CfQueryProgress,10.0.16299
CfQuerySyncProviderStatus,10.0.16299
CfReferenceProtectedHandle,10.0.16299
CfRegisterSyncRoot,10.0.16299
CfReleaseProtectedHandle,10.0.16299
CfReleaseTransferKey,10.0.16299
CfReportProviderProgress,10.0.16299
CfRetrieveProperties,10.0.16299
CfRevertPlaceholder,10.0.16299
CfSetAppPolicy,10.0.16299
CfSetCorrelationVector,10.0.16299
CfSetInSyncState,10.0.16299
CfSetPinState,10.0.16299
CfStoreProperties,10.0.16299
CfUnlockProperties,10.0.16299
CfUnregisterSyncRoot,10.0.16299
CfUpdatePlaceholder,10.0.16299
CfUpdateSyncProviderStatus,10.0.16299
CharUpperNoDBCSW,10.0.16299
ClusterGetFaultDomainState,10.0.16299
ClusterNodeReplacement,10.0.16299
ConvertCalDateTimeToSystemTime,10.0.16299
ConvertCollectionToLightSensorDataWithColor,10.0.16299
ConvertLightSensorDataWithColorToCollection,10.0.16299
ConvertSystemTimeToCalDateTime,10.0.16299
CoreUICallComputeMaximumMessageSize,10.0.16299
CoreUICallCreateConversationHost,10.0.16299
CoreUICallCreateEndpointHost,10.0.16299
CoreUICallReceive,10.0.16299
CoreUICallSend,10.0.16299
CoreUIConfigureTestHost,10.0.16299
CoreUIConfigureUserIntegration,10.0.16299
CoreUICreate,10.0.16299
CoreUICreateAnonymousStream,10.0.16299
CoreUICreateEx,10.0.16299
CoreUIOpenExisting,10.0.16299
CoreUIRouteToTestRegistrar,10.0.16299
CreateDispatcherQueueController,10.0.16299
CreateDispatcherQueueForCurrentThread,10.0.16299
CreateHrtfEngineFactory,10.0.16299
D3DKMTAddSurfaceToSwapChain,10.0.16299
D3DKMTCreateBundleObject,10.0.16299
D3DKMTCreateProtectedSession,10.0.16299
D3DKMTDDisplayEnum,10.0.16299
D3DKMTDestroyProtectedSession,10.0.16299
D3DKMTDispMgrCreate,10.0.16299
D3DKMTDispMgrSourceOperation,10.0.16299
D3DKMTDispMgrTargetOperation,10.0.16299
D3DKMTExtractBundleObject,10.0.16299
D3DKMTOpenProtectedSessionFromNtHandle,10.0.16299
D3DKMTPresentRedirected,10.0.16299
D3DKMTQueryProtectedSessionInfoFromNtHandle,10.0.16299
D3DKMTQueryProtectedSessionStatus,10.0.16299
D3DKMTRemoveSurfaceFromSwapChain,10.0.16299
