NTSTATUS,hex,DOS,code
STATUS_PIPE_DISCONNECTED,0xC00000B0,ERROR_PIPE_NOT_CONNECTED,233
STATUS_MORE_ENTRIES,0x00000105,ERROR_MORE_DATA,234
STATUS_BUFFER_OVERFLOW,0x80000005,ERROR_MORE_DATA,234
STATUS_MORE_PROCESSING_REQUIRED,0xC0000016,ERROR_MORE_DATA,234
STATUS_IPSEC_QUEUE_OVERFLOW,0xC000A010,ERROR_MORE_DATA,234
STATUS_ND_QUEUE_OVERFLOW,0xC000A011,ERROR_MORE_DATA,234
STATUS_NO_WORK_DONE,0x80000032,ERROR_NO_WORK_DONE,235
STATUS_VIRTUAL_CIRCUIT_CLOSED,0xC00000D6,ERROR_VC_DISCONNECTED,240
STATUS_INVALID_EA_NAME,0x80000013,ERROR_INVALID_EA_NAME,254
STATUS_EA_LIST_INCONSISTENT,0x80000014,ERROR_EA_LIST_INCONSISTENT,255
STATUS_INVALID_EA_FLAG,0x80000015,ERROR_EA_LIST_INCONSISTENT,255
STATUS_EA_TOO_LARGE,0xC0000050,ERROR_EA_LIST_INCONSISTENT,255
STATUS_NO_MORE_EAS,0x80000012,ERROR_NO_MORE_ITEMS,259
STATUS_NO_MORE_ENTRIES,0x8000001A,ERROR_NO_MORE_ITEMS,259
STATUS_GUIDS_EXHAUSTED,0xC0000083,ERROR_NO_MORE_ITEMS,259
STATUS_AGENTS_EXHAUSTED,0xC0000085,ERROR_NO_MORE_ITEMS,259
STATUS_NOT_A_DIRECTORY,0xC0000103,ERROR_DIRECTORY,267
STATUS_EAS_NOT_SUPPORTED,0xC000004F,ERROR_EAS_NOT_SUPPORTED,282
STATUS_MUTANT_NOT_OWNED,0xC0000046,ERROR_NOT_OWNER,288
STATUS_RESOURCE_NOT_OWNED,0xC0000264,ERROR_NOT_OWNER,288
STATUS_SEMAPHORE_LIMIT_EXCEEDED,0xC0000047,ERROR_TOO_MANY_POSTS,298
STATUS_PARTIAL_COPY,0x8000000D,ERROR_PARTIAL_COPY,299
STATUS_OPLOCK_NOT_GRANTED,0xC00000E2,ERROR_OPLOCK_NOT_GRANTED,300
STATUS_INVALID_OPLOCK_PROTOCOL,0xC00000E3,ERROR_INVALID_OPLOCK_PROTOCOL,301
STATUS_MFT_TOO_FRAGMENTED,0xC0000304,ERROR_DISK_TOO_FRAGMENTED,302
STATUS_FREE_SPACE_TOO_FRAGMENTED,0xC000049B,ERROR_DISK_TOO_FRAGMENTED,302
STATUS_INCOMPATIBLE_WITH_GLOBAL_SHORT_NAME_REGISTRY_SETTING,0xC000019E,ERROR_INCOMPATIBLE_WITH_GLOBAL_SHORT_NAME_REGISTRY_SETTING,304
STATUS_SHORT_NAMES_NOT_ENABLED_ON_VOLUME,0xC000019F,ERROR_SHORT_NAMES_NOT_ENABLED_ON_VOLUME,305
STATUS_SECURITY_STREAM_IS_INCONSISTENT,0xC00001A0,ERROR_SECURITY_STREAM_IS_INCONSISTENT,306
STATUS_INVALID_LOCK_RANGE,0xC00001A1,ERROR_INVALID_LOCK_RANGE,307
STATUS_IMAGE_SUBSYSTEM_NOT_PRESENT,0xC00001A3,ERROR_IMAGE_SUBSYSTEM_NOT_PRESENT,308
STATUS_NOTIFICATION_GUID_ALREADY_DEFINED,0xC00001A4,ERROR_NOTIFICATION_GUID_ALREADY_DEFINED,309
STATUS_INVALID_EXCEPTION_HANDLER,0xC00001A5,ERROR_INVALID_EXCEPTION_HANDLER,310
STATUS_DUPLICATE_PRIVILEGES,0xC00001A6,ERROR_DUPLICATE_PRIVILEGES,311
STATUS_NO_RANGES_PROCESSED,0xC0000460,ERROR_NO_RANGES_PROCESSED,312
STATUS_NOT_ALLOWED_ON_SYSTEM_FILE,0xC00001A7,ERROR_NOT_ALLOWED_ON_SYSTEM_FILE,313
STATUS_DISK_RESOURCES_EXHAUSTED,0xC0000461,ERROR_DISK_RESOURCES_EXHAUSTED,314
STATUS_INVALID_TOKEN,0xC0000465,ERROR_INVALID_TOKEN,315
STATUS_DEVICE_FEATURE_NOT_SUPPORTED,0xC0000463,ERROR_DEVICE_FEATURE_NOT_SUPPORTED,316
STATUS_MESSAGE_NOT_FOUND,0xC0000109,ERROR_MR_MID_NOT_FOUND,317
STATUS_UNDEFINED_SCOPE,0xC0000504,ERROR_UNDEFINED_SCOPE,319
STATUS_INVALID_CAP,0xC0000505,ERROR_INVALID_CAP,320
STATUS_DEVICE_UNREACHABLE,0xC0000464,ERROR_DEVICE_UNREACHABLE,321
STATUS_DEVICE_INSUFFICIENT_RESOURCES,0xC0000468,ERROR_DEVICE_NO_RESOURCES,322
STATUS_DATA_CHECKSUM_ERROR,0xC0000470,ERROR_DATA_CHECKSUM_ERROR,323
STATUS_INTERMIXED_KERNEL_EA_OPERATION,0xC0000471,ERROR_INTERMIXED_KERNEL_EA_OPERATION,324
STATUS_TRIM_READ_ZERO_NOT_SUPPORTED,0xC0000472,ERROR_FILE_LEVEL_TRIM_NOT_SUPPORTED,326
STATUS_INVALID_OFFSET_ALIGNMENT,0xC0000474,ERROR_OFFSET_ALIGNMENT_VIOLATION,327
STATUS_INVALID_FIELD_IN_PARAMETER_LIST,0xC0000475,ERROR_INVALID_FIELD_IN_PARAMETER_LIST,328
STATUS_OPERATION_IN_PROGRESS,0xC0000476,ERROR_OPERATION_IN_PROGRESS,329
STATUS_INVALID_INITIATOR_TARGET_PATH,0xC0000477,ERROR_BAD_DEVICE_PATH,330
STATUS_TOO_MANY_SEGMENT_DESCRIPTORS,0xC0000473,ERROR_TOO_MANY_DESCRIPTORS,331
STATUS_SCRUB_DATA_DISABLED,0xC0000478,ERROR_SCRUB_DATA_DISABLED,332
STATUS_NOT_REDUNDANT_STORAGE,0xC0000479,ERROR_NOT_REDUNDANT_STORAGE,333
STATUS_RESIDENT_FILE_NOT_SUPPORTED,0xC000047A,ERROR_RESIDENT_FILE_NOT_SUPPORTED,334
STATUS_COMPRESSED_FILE_NOT_SUPPORTED,0xC000047B,ERROR_COMPRESSED_FILE_NOT_SUPPORTED,335
STATUS_DIRECTORY_NOT_SUPPORTED,0xC000047C,ERROR_DIRECTORY_NOT_SUPPORTED,336
STATUS_NOT_READ_FROM_COPY,0xC000046A,ERROR_NOT_READ_FROM_COPY,337
STATUS_FT_WRITE_FAILURE,0xC000046B,ERROR_FT_WRITE_FAILURE,338
STATUS_FT_DI_SCAN_REQUIRED,0xC000046C,ERROR_FT_DI_SCAN_REQUIRED,339
STATUS_INVALID_KERNEL_INFO_VERSION,0xC000A004,ERROR_INVALID_KERNEL_INFO_VERSION,340
STATUS_INVALID_PEP_INFO_VERSION,0xC000A005,ERROR_INVALID_PEP_INFO_VERSION,341
STATUS_OBJECT_NOT_EXTERNALLY_BACKED,0xC000046D,ERROR_OBJECT_NOT_EXTERNALLY_BACKED,342
STATUS_EXTERNAL_BACKING_PROVIDER_UNKNOWN,0xC000046E,ERROR_EXTERNAL_BACKING_PROVIDER_UNKNOWN,343
STATUS_COMPRESSION_NOT_BENEFICIAL,0xC000046F,ERROR_COMPRESSION_NOT_BENEFICIAL,344
STATUS_STORAGE_TOPOLOGY_ID_MISMATCH,0xC0000486,ERROR_STORAGE_TOPOLOGY_ID_MISMATCH,345
STATUS_BLOCKED_BY_PARENTAL_CONTROLS,0xC0000488,ERROR_BLOCKED_BY_PARENTAL_CONTROLS,346
STATUS_BLOCK_TOO_MANY_REFERENCES,0xC000048C,ERROR_BLOCK_TOO_MANY_REFERENCES,347
STATUS_MARKED_TO_DISALLOW_WRITES,0xC000048D,ERROR_MARKED_TO_DISALLOW_WRITES,348
STATUS_ENCLAVE_FAILURE,0xC000048F,ERROR_ENCLAVE_FAILURE,349
STATUS_NETWORK_ACCESS_DENIED_EDP,0xC000048E,ERROR_NETWORK_ACCESS_DENIED_EDP,354
STATUS_DEVICE_HINT_NAME_BUFFER_TOO_SMALL,0xC0000496,ERROR_DEVICE_HINT_NAME_BUFFER_TOO_SMALL,355
STATUS_CLOUD_FILE_SYNC_ROOT_METADATA_CORRUPT,0xC000CF00,ERROR_CLOUD_FILE_SYNC_ROOT_METADATA_CORRUPT,358
STATUS_DEVICE_IN_MAINTENANCE,0xC0000499,ERROR_DEVICE_IN_MAINTENANCE,359
STATUS_NOT_SUPPORTED_ON_DAX,0xC000049A,ERROR_NOT_SUPPORTED_ON_DAX,360
STATUS_DAX_MAPPING_EXISTS,0xC000049C,ERROR_DAX_MAPPING_EXISTS,361
STATUS_CLOUD_FILE_PROVIDER_NOT_RUNNING,0xC000CF01,ERROR_CLOUD_FILE_PROVIDER_NOT_RUNNING,362
STATUS_CLOUD_FILE_METADATA_CORRUPT,0xC000CF02,ERROR_CLOUD_FILE_METADATA_CORRUPT,363
STATUS_CLOUD_FILE_METADATA_TOO_LARGE,0xC000CF03,ERROR_CLOUD_FILE_METADATA_TOO_LARGE,364
STATUS_CLOUD_FILE_PROPERTY_BLOB_TOO_LARGE,0x8000CF04,ERROR_CLOUD_FILE_PROPERTY_BLOB_TOO_LARGE,365
STATUS_CLOUD_FILE_PROPERTY_BLOB_CHECKSUM_MISMATCH,0x8000CF00,ERROR_CLOUD_FILE_PROPERTY_BLOB_CHECKSUM_MISMATCH,366
STATUS_CHILD_PROCESS_BLOCKED,0xC000049D,ERROR_CHILD_PROCESS_BLOCKED,367
STATUS_STORAGE_LOST_DATA_PERSISTENCE,0xC000049E,ERROR_STORAGE_LOST_DATA_PERSISTENCE,368
STATUS_FILE_SYSTEM_VIRTUALIZATION_UNAVAILABLE,0xC000CE01,ERROR_FILE_SYSTEM_VIRTUALIZATION_UNAVAILABLE,369
STATUS_FILE_SYSTEM_VIRTUALIZATION_METADATA_CORRUPT,0xC000CE02,ERROR_FILE_SYSTEM_VIRTUALIZATION_METADATA_CORRUPT,370
STATUS_FILE_SYSTEM_VIRTUALIZATION_BUSY,0xC000CE03,ERROR_FILE_SYSTEM_VIRTUALIZATION_BUSY,371
STATUS_FILE_SYSTEM_VIRTUALIZATION_PROVIDER_UNKNOWN,0xC000CE04,ERROR_FILE_SYSTEM_VIRTUALIZATION_PROVIDER_UNKNOWN,372
STATUS_GDI_HANDLE_LEAK,0x803F0001,ERROR_GDI_HANDLE_LEAK,373
STATUS_CLOUD_FILE_TOO_MANY_PROPERTY_BLOBS,0x8000CF05,ERROR_CLOUD_FILE_TOO_MANY_PROPERTY_BLOBS,374
STATUS_CLOUD_FILE_PROPERTY_VERSION_NOT_SUPPORTED,0xC000CF06,ERROR_CLOUD_FILE_PROPERTY_VERSION_NOT_SUPPORTED,375
STATUS_NOT_A_CLOUD_FILE,0xC000CF07,ERROR_NOT_A_CLOUD_FILE,376
STATUS_CLOUD_FILE_NOT_IN_SYNC,0xC000CF08,ERROR_CLOUD_FILE_NOT_IN_SYNC,377
STATUS_CLOUD_FILE_ALREADY_CONNECTED,0xC000CF09,ERROR_CLOUD_FILE_ALREADY_CONNECTED,378
STATUS_CLOUD_FILE_NOT_SUPPORTED,0xC000CF0A,ERROR_CLOUD_FILE_NOT_SUPPORTED,379
STATUS_CLOUD_FILE_INVALID_REQUEST,0xC000CF0B,ERROR_CLOUD_FILE_INVALID_REQUEST,380
STATUS_CLOUD_FILE_READ_ONLY_VOLUME,0xC000CF0C,ERROR_CLOUD_FILE_READ_ONLY_VOLUME,381
STATUS_CLOUD_FILE_CONNECTED_PROVIDER_ONLY,0xC000CF0D,ERROR_CLOUD_FILE_CONNECTED_PROVIDER_ONLY,382
STATUS_CLOUD_FILE_VALIDATION_FAILED,0xC000CF0E,ERROR_CLOUD_FILE_VALIDATION_FAILED,383
STATUS_SMB1_NOT_AVAILABLE,0xC0000513,ERROR_SMB1_NOT_AVAILABLE,384
STATUS_FILE_SYSTEM_VIRTUALIZATION_INVALID_OPERATION,0xC000CE05,ERROR_FILE_SYSTEM_VIRTUALIZATION_INVALID_OPERATION,385
STATUS_CLOUD_FILE_AUTHENTICATION_FAILED,0xC000CF0F,ERROR_CLOUD_FILE_AUTHENTICATION_FAILED,386
STATUS_CLOUD_FILE_INSUFFICIENT_RESOURCES,0xC000CF10,ERROR_CLOUD_FILE_INSUFFICIENT_RESOURCES,387
STATUS_CLOUD_FILE_NETWORK_UNAVAILABLE,0xC000CF11,ERROR_CLOUD_FILE_NETWORK_UNAVAILABLE,388
STATUS_CLOUD_FILE_UNSUCCESSFUL,0xC000CF12,ERROR_CLOUD_FILE_UNSUCCESSFUL,389
STATUS_CLOUD_FILE_NOT_UNDER_SYNC_ROOT,0xC000CF13,ERROR_CLOUD_FILE_NOT_UNDER_SYNC_ROOT,390
STATUS_CLOUD_FILE_IN_USE,0xC000CF14,ERROR_CLOUD_FILE_IN_USE,391
STATUS_CLOUD_FILE_PINNED,0xC000CF15,ERROR_CLOUD_FILE_PINNED,392
STATUS_CLOUD_FILE_REQUEST_ABORTED,0xC000CF16,ERROR_CLOUD_FILE_REQUEST_ABORTED,393
STATUS_CLOUD_FILE_PROPERTY_CORRUPT,0xC000CF17,ERROR_CLOUD_FILE_PROPERTY_CORRUPT,394
STATUS_CLOUD_FILE_ACCESS_DENIED,0xC000CF18,ERROR_CLOUD_FILE_ACCESS_DENIED,395
STATUS_CLOUD_FILE_INCOMPATIBLE_HARDLINKS,0xC000CF19,ERROR_CLOUD_FILE_INCOMPATIBLE_HARDLINKS,396
STATUS_CLOUD_FILE_PROPERTY_LOCK_CONFLICT,0xC000CF1A,ERROR_CLOUD_FILE_PROPERTY_LOCK_CONFLICT,397
STATUS_CLOUD_FILE_REQUEST_CANCELED,0xC000CF1B,ERROR_CLOUD_FILE_REQUEST_CANCELED,398
STATUS_EXTERNAL_SYSKEY_NOT_SUPPORTED,0xC00004A1,ERROR_EXTERNAL_SYSKEY_NOT_SUPPORTED,399
STATUS_CLOUD_FILE_PROVIDER_TERMINATED,0xC000CF1D,ERROR_CLOUD_FILE_PROVIDER_TERMINATED,404
STATUS_NOT_A_CLOUD_SYNC_ROOT,0xC000CF1E,ERROR_NOT_A_CLOUD_SYNC_ROOT,405
STATUS_FILE_PROTECTED_UNDER_DPL,0xC00004A3,ERROR_FILE_PROTECTED_UNDER_DPL,406
STATUS_VOLUME_NOT_CLUSTER_ALIGNED,0xC00004A4,ERROR_VOLUME_NOT_CLUSTER_ALIGNED,407
STATUS_NO_PHYSICALLY_ALIGNED_FREE_SPACE_FOUND,0xC00004A5,ERROR_NO_PHYSICALLY_ALIGNED_FREE_SPACE_FOUND,408
STATUS_APPX_FILE_NOT_ENCRYPTED,0xC00004A6,ERROR_APPX_FILE_NOT_ENCRYPTED,409
STATUS_RWRAW_ENCRYPTED_FILE_NOT_ENCRYPTED,0xC00004A7,ERROR_RWRAW_ENCRYPTED_FILE_NOT_ENCRYPTED,410
STATUS_RWRAW_ENCRYPTED_INVALID_EDATAINFO_FILEOFFSET,0xC00004A8,ERROR_RWRAW_ENCRYPTED_INVALID_EDATAINFO_FILEOFFSET,411
STATUS_RWRAW_ENCRYPTED_INVALID_EDATAINFO_FILERANGE,0xC00004A9,ERROR_RWRAW_ENCRYPTED_INVALID_EDATAINFO_FILERANGE,412
STATUS_RWRAW_ENCRYPTED_INVALID_EDATAINFO_PARAMETER,0xC00004AA,ERROR_RWRAW_ENCRYPTED_INVALID_EDATAINFO_PARAMETER,413
STATUS_FT_READ_FAILURE,0xC00004AB,ERROR_FT_READ_FAILURE,415
STATUS_STORAGE_RESERVE_ID_INVALID,0xC00004AD,ERROR_STORAGE_RESERVE_ID_INVALID,416
STATUS_STORAGE_RESERVE_DOES_NOT_EXIST,0xC00004AE,ERROR_STORAGE_RESERVE_DOES_NOT_EXIST,417
STATUS_STORAGE_RESERVE_ALREADY_EXISTS,0xC00004AF,ERROR_STORAGE_RESERVE_ALREADY_EXISTS,418
STATUS_STORAGE_RESERVE_NOT_EMPTY,0xC00004B0,ERROR_STORAGE_RESERVE_NOT_EMPTY,419
STATUS_NOT_A_DAX_VOLUME,0xC00004B1,ERROR_NOT_A_DAX_VOLUME,420
STATUS_NOT_DAX_MAPPABLE,0xC00004B2,ERROR_NOT_DAX_MAPPABLE,421
STATUS_CASE_DIFFERING_NAMES_IN_DIR,0xC00004B3,ERROR_CASE_DIFFERING_NAMES_IN_DIR,424
STATUS_FILE_NOT_SUPPORTED,0xC00004B4,ERROR_FILE_NOT_SUPPORTED,425
STATUS_CLOUD_FILE_REQUEST_TIMEOUT,0xC000CF1F,ERROR_CLOUD_FILE_REQUEST_TIMEOUT,426
STATUS_NOT_SUPPORTED_WITH_BTT,0xC00004B5,ERROR_NOT_SUPPORTED_WITH_BTT,429
STATUS_ENCRYPTION_DISABLED,0xC00004B6,ERROR_ENCRYPTION_DISABLED,430
STATUS_ENCRYPTING_METADATA_DISALLOWED,0xC00004B7,ERROR_ENCRYPTING_METADATA_DISALLOWED,431
STATUS_CANT_CLEAR_ENCRYPTION_FLAG,0xC00004B8,ERROR_CANT_CLEAR_ENCRYPTION_FLAG,432
STATUS_NO_SUCH_DEVICE,0xC000000E,ERROR_NO_SUCH_DEVICE,433
STATUS_CLOUD_FILE_DEHYDRATION_DISALLOWED,0xC000CF20,ERROR_CLOUD_FILE_DEHYDRATION_DISALLOWED,434
STATUS_FILE_SNAP_IN_PROGRESS,0xC000F500,ERROR_FILE_SNAP_IN_PROGRESS,435
STATUS_FILE_SNAP_USER_SECTION_NOT_SUPPORTED,0xC000F501,ERROR_FILE_SNAP_USER_SECTION_NOT_SUPPORTED,436
STATUS_FILE_SNAP_MODIFY_NOT_SUPPORTED,0xC000F502,ERROR_FILE_SNAP_MODIFY_NOT_SUPPORTED,437
STATUS_FILE_SNAP_IO_NOT_COORDINATED,0xC000F503,ERROR_FILE_SNAP_IO_NOT_COORDINATED,438
STATUS_FILE_SNAP_UNEXPECTED_ERROR,0xC000F504,ERROR_FILE_SNAP_UNEXPECTED_ERROR,439
STATUS_FILE_SNAP_INVALID_PARAMETER,0xC000F505,ERROR_FILE_SNAP_INVALID_PARAMETER,440
STATUS_UNSATISFIED_DEPENDENCIES,0xC00004B9,ERROR_UNSATISFIED_DEPENDENCIES,441
STATUS_CASE_SENSITIVE_PATH,0xC00004BA,ERROR_CASE_SENSITIVE_PATH,442
STATUS_CC_NEEDS_CALLBACK_SECTION_DRAIN,0xC000A008,ERROR_UNEXPECTED_NTCACHEMANAGER_ERROR,443
STATUS_UNTRUSTED_MOUNT_POINT,0xC00004BC,ERROR_UNTRUSTED_MOUNT_POINT,448
STATUS_CIMFS_IMAGE_CORRUPT,0xC000C001,ERROR_CIMFS_IMAGE_CORRUPT,470
STATUS_CIMFS_IMAGE_VERSION_NOT_SUPPORTED,0xC000C002,ERROR_CIMFS_IMAGE_VERSION_NOT_SUPPORTED,471
STATUS_STORAGE_STACK_ACCESS_DENIED,0xC00004C1,ERROR_STORAGE_STACK_ACCESS_DENIED,472
STATUS_INSUFFICIENT_VIRTUAL_ADDR_RESOURCES,0xC00004C2,ERROR_INSUFFICIENT_VIRTUAL_ADDR_RESOURCES,473
STATUS_INDEX_OUT_OF_BOUNDS,0xC00004D1,ERROR_INDEX_OUT_OF_BOUNDS,474
STATUS_CLOUD_FILE_US_MESSAGE_TIMEOUT,0xC000CF21,ERROR_CLOUD_FILE_US_MESSAGE_TIMEOUT,475
STATUS_NOT_A_DEV_VOLUME,0xC00004DD,ERROR_NOT_A_DEV_VOLUME,476
STATUS_FS_GUID_MISMATCH,0xC00004DE,ERROR_FS_GUID_MISMATCH,477
STATUS_CANT_ATTACH_TO_DEV_VOLUME,0xC00004DF,ERROR_CANT_ATTACH_TO_DEV_VOLUME,478
STATUS_MEMORY_DECOMPRESSION_FAILURE,0xC00004E0,ERROR_MEMORY_DECOMPRESSION_FAILURE,479
STATUS_DEVICE_HARDWARE_ERROR,0xC0000483,ERROR_DEVICE_HARDWARE_ERROR,483
STATUS_CONFLICTING_ADDRESSES,0xC0000018,ERROR_INVALID_ADDRESS,487
STATUS_NOT_MAPPED_VIEW,0xC0000019,ERROR_INVALID_ADDRESS,487
STATUS_UNABLE_TO_DECOMMIT_VM,0xC000002C,ERROR_INVALID_ADDRESS,487
STATUS_NOT_COMMITTED,0xC000002D,ERROR_INVALID_ADDRESS,487
STATUS_NOT_MAPPED_DATA,0xC0000088,ERROR_INVALID_ADDRESS,487
STATUS_FREE_VM_NOT_AT_BASE,0xC000009F,ERROR_INVALID_ADDRESS,487
STATUS_MEMORY_NOT_ALLOCATED,0xC00000A0,ERROR_INVALID_ADDRESS,487
STATUS_HAS_SYSTEM_CRITICAL_FILES,0xC00004BD,ERROR_HAS_SYSTEM_CRITICAL_FILES,488
STATUS_ENCRYPTED_FILE_NOT_SUPPORTED,0xC00004C3,ERROR_ENCRYPTED_FILE_NOT_SUPPORTED,489
STATUS_SPARSE_FILE_NOT_SUPPORTED,0xC00004C4,ERROR_SPARSE_FILE_NOT_SUPPORTED,490
STATUS_PAGEFILE_NOT_SUPPORTED,0xC00004C5,ERROR_PAGEFILE_NOT_SUPPORTED,491
STATUS_VOLUME_NOT_SUPPORTED,0xC00004C6,ERROR_VOLUME_NOT_SUPPORTED,492
STATUS_NOT_SUPPORTED_WITH_BYPASSIO,0xC00004C7,ERROR_NOT_SUPPORTED_WITH_BYPASSIO,493
STATUS_NO_BYPASSIO_DRIVER_SUPPORT,0xC00004C8,ERROR_NO_BYPASSIO_DRIVER_SUPPORT,494
STATUS_NOT_SUPPORTED_WITH_ENCRYPTION,0xC00004C9,ERROR_NOT_SUPPORTED_WITH_ENCRYPTION,495
STATUS_NOT_SUPPORTED_WITH_COMPRESSION,0xC00004CA,ERROR_NOT_SUPPORTED_WITH_COMPRESSION,496
STATUS_NOT_SUPPORTED_WITH_REPLICATION,0xC00004CB,ERROR_NOT_SUPPORTED_WITH_REPLICATION,497
STATUS_NOT_SUPPORTED_WITH_DEDUPLICATION,0xC00004CC,ERROR_NOT_SUPPORTED_WITH_DEDUPLICATION,498
STATUS_NOT_SUPPORTED_WITH_AUDITING,0xC00004CD,ERROR_NOT_SUPPORTED_WITH_AUDITING,499
STATUS_SESSION_KEY_TOO_SHORT,0xC0000517,ERROR_SESSION_KEY_TOO_SHORT,501
STATUS_NOT_SUPPORTED_WITH_MONITORING,0xC00004CE,ERROR_NOT_SUPPORTED_WITH_MONITORING,503
STATUS_NOT_SUPPORTED_WITH_SNAPSHOT,0xC00004CF,ERROR_NOT_SUPPORTED_WITH_SNAPSHOT,504
STATUS_NOT_SUPPORTED_WITH_VIRTUALIZATION,0xC00004D0,ERROR_NOT_SUPPORTED_WITH_VIRTUALIZATION,505
STATUS_BYPASSIO_FLT_NOT_SUPPORTED,0xC00004D2,ERROR_BYPASSIO_FLT_NOT_SUPPORTED,506
STATUS_DEVICE_RESET_REQUIRED,0x800001B6,ERROR_DEVICE_RESET_REQUIRED,507
STATUS_VOLUME_WRITE_ACCESS_DENIED,0xC00004D3,ERROR_VOLUME_WRITE_ACCESS_DENIED,508
STATUS_NOT_SUPPORTED_WITH_CACHED_HANDLE,0xC00004D5,ERROR_NOT_SUPPORTED_WITH_CACHED_HANDLE,509
STATUS_FS_METADATA_INCONSISTENT,0xC0000518,ERROR_FS_METADATA_INCONSISTENT,510
STATUS_BLOCK_WEAK_REFERENCE_INVALID,0xC0000912,ERROR_BLOCK_WEAK_REFERENCE_INVALID,511
STATUS_BLOCK_SOURCE_WEAK_REFERENCE_INVALID,0xC0000913,ERROR_BLOCK_SOURCE_WEAK_REFERENCE_INVALID,512
STATUS_BLOCK_TARGET_WEAK_REFERENCE_INVALID,0xC0000914,ERROR_BLOCK_TARGET_WEAK_REFERENCE_INVALID,513
STATUS_BLOCK_SHARED,0xC0000915,ERROR_BLOCK_SHARED,514
STATUS_VOLUME_UPGRADE_NOT_NEEDED,0x400004D9,ERROR_VOLUME_UPGRADE_NOT_NEEDED,515
STATUS_VOLUME_UPGRADE_PENDING,0x400004DA,ERROR_VOLUME_UPGRADE_PENDING,516
STATUS_VOLUME_UPGRADE_DISABLED,0xC00004DB,ERROR_VOLUME_UPGRADE_DISABLED,517
STATUS_VOLUME_UPGRADE_DISABLED_TILL_OS_DOWNGRADE_EXPIRED,0xC00004DC,ERROR_VOLUME_UPGRADE_DISABLED_TILL_OS_DOWNGRADE_EXPIRED,518
STATUS_INVALID_CONFIG_VALUE,0xC00004E1,ERROR_INVALID_CONFIG_VALUE,519
STATUS_MEMORY_DECOMPRESSION_HW_ERROR,0xC00004E2,ERROR_MEMORY_DECOMPRESSION_HW_ERROR,520
STATUS_VOLUME_ROLLBACK_DETECTED,0xC00004E3,ERROR_VOLUME_ROLLBACK_DETECTED,521
STATUS_INTEGER_OVERFLOW,0xC0000095,ERROR_ARITHMETIC_OVERFLOW,534
STATUS_PIPE_CONNECTED,0xC00000B2,ERROR_PIPE_CONNECTED,535
STATUS_PIPE_LISTENING,0xC00000B3,ERROR_PIPE_LISTENING,536
STATUS_VERIFIER_STOP,0xC0000421,ERROR_VERIFIER_STOP,537
STATUS_ABIOS_NOT_PRESENT,0xC000010F,ERROR_ABIOS_ERROR,538
STATUS_ABIOS_LID_NOT_EXIST,0xC0000110,ERROR_ABIOS_ERROR,538
STATUS_ABIOS_LID_ALREADY_OWNED,0xC0000111,ERROR_ABIOS_ERROR,538
STATUS_ABIOS_NOT_LID_OWNER,0xC0000112,ERROR_ABIOS_ERROR,538
STATUS_ABIOS_INVALID_COMMAND,0xC0000113,ERROR_ABIOS_ERROR,538
STATUS_ABIOS_INVALID_LID,0xC0000114,ERROR_ABIOS_ERROR,538
STATUS_ABIOS_SELECTOR_NOT_AVAILABLE,0xC0000115,ERROR_ABIOS_ERROR,538
STATUS_ABIOS_INVALID_SELECTOR,0xC0000116,ERROR_ABIOS_ERROR,538
STATUS_WX86_UNSIMULATE,0x4000001C,ERROR_WX86_WARNING,539
STATUS_WX86_CONTINUE,0x4000001D,ERROR_WX86_WARNING,539
STATUS_WX86_SINGLE_STEP,0x4000001E,ERROR_WX86_WARNING,539
STATUS_WX86_BREAKPOINT,0x4000001F,ERROR_WX86_WARNING,539
STATUS_WX86_EXCEPTION_CONTINUE,0x40000020,ERROR_WX86_WARNING,539
STATUS_WX86_EXCEPTION_LASTCHANCE,0x40000021,ERROR_WX86_WARNING,539
STATUS_WX86_EXCEPTION_CHAIN,0x40000022,ERROR_WX86_WARNING,539
STATUS_WX86_CREATEWX86TIB,0x40000028,ERROR_WX86_WARNING,539
STATUS_WX86_INTERNAL_ERROR,0xC000026F,ERROR_WX86_ERROR,540
STATUS_WX86_FLOAT_STACK_CHECK,0xC0000270,ERROR_WX86_ERROR,540
STATUS_TIMER_NOT_CANCELED,0xC000000C,ERROR_TIMER_NOT_CANCELED,541
STATUS_UNWIND,0xC0000027,ERROR_UNWIND,542
STATUS_BAD_STACK,0xC0000028,ERROR_BAD_STACK,543
STATUS_INVALID_UNWIND_TARGET,0xC0000029,ERROR_INVALID_UNWIND_TARGET,544
STATUS_INVALID_PORT_ATTRIBUTES,0xC000002E,ERROR_INVALID_PORT_ATTRIBUTES,545
STATUS_PORT_MESSAGE_TOO_LONG,0xC000002F,ERROR_PORT_MESSAGE_TOO_LONG,546
STATUS_INVALID_QUOTA_LOWER,0xC0000031,ERROR_INVALID_QUOTA_LOWER,547
STATUS_DEVICE_ALREADY_ATTACHED,0xC0000038,ERROR_DEVICE_ALREADY_ATTACHED,548
STATUS_INSTRUCTION_MISALIGNMENT,0xC00000AA,ERROR_INSTRUCTION_MISALIGNMENT,549
STATUS_PROFILING_NOT_STARTED,0xC00000B7,ERROR_PROFILING_NOT_STARTED,550
STATUS_PROFILING_NOT_STOPPED,0xC00000B8,ERROR_PROFILING_NOT_STOPPED,551
